Material_Name,Curie,Neel,Curie_Weiss,Crystal_Structure,Lattice_Structure,Lattice_Parameters,Space_Group,Coercivity,Magnetic_Moment,Magnetization,Remanence,Susceptibility,DOI,Experimental
Zn0.9066Cr0.0934S,300.0,,,Wurtzite,Hexagonal,"{'a': '3.820 Å', 'c': '6.257 Å'}",,93.404 Oe,,8.6492 (10^-3 emu/g),,,10.1016/j.jcrysgro.2013.02.021,True
Zn0.8830Cr0.1170S,300.0,,,Wurtzite,Hexagonal,"{'a': '3.820 Å', 'c': '6.257 Å'}",,51.533 Oe,,5.6750 (10^-3 emu/g),,,10.1016/j.jcrysgro.2013.02.021,True
Zn0.9759Cr0.0241S,300.0,,,Wurtzite,Hexagonal,"{'a': '3.820 Å', 'c': '6.257 Å'}",,110.201 Oe,,1.7659 (10^-3 emu/g),,,10.1016/j.jcrysgro.2013.02.021,True
Zn0.9377Cr0.0623S,300.0,,,Wurtzite,Hexagonal,"{'a': '3.820 Å', 'c': '6.257 Å'}",,58.633 Oe,,4.6829 (10^-3 emu/g),,,10.1016/j.jcrysgro.2013.02.021,True
Zn0.95Cr0.05Te,300.0,,,Cubic,,,,,,,,,10.1016/j.matlet.2012.07.042,True
Zn0.92Fe0.08O,340.0,,,Wurtzite,Hexagonal,,,,0.065 μB per Fe atom,,,,10.1016/j.matchemphys.2008.07.004,True
ZrFe2,630.0,,,Cubic C15 Laves phase,Cubic,{'a': '7.064'},,,,,,,10.1016/j.jallcom.2011.02.013,True
Fe0.6Co0.4)0.75Si0.05B0.20)96Nb4,676.0,,,,,,,,,,,,10.1016/j.jallcom.2017.02.098,True
Fe0.6Co0.4)0.75Si0.05B0.20)95Nb4Zr1,658.0,,,,,,,,,,,,10.1016/j.jallcom.2017.02.098,True
Fe0.6Co0.4)0.75Si0.05B0.20)95Nb4Mo1,660.0,,,,,,,,,,,,10.1016/j.jallcom.2017.02.098,True
Fe0.6Co0.4)0.75Si0.05B0.20)95Nb4Y1,622.0,,,,,,,,,,,,10.1016/j.jallcom.2017.02.098,True
Fe0.6Co0.4)0.75Si0.05B0.20)94Nb4Y2,625.0,,,,,,,,,,,,10.1016/j.jallcom.2017.02.098,True
Fe0.6Co0.4)0.75Si0.05B0.20)95Nb4Gd1,666.0,,,,,,,,,,,,10.1016/j.jallcom.2017.02.098,True
Fe0.6Co0.4)0.75Si0.05B0.20)94Nb4Gd2,624.0,,,,,,,,,,,,10.1016/j.jallcom.2017.02.098,True
BaTi0.98Cr0.02O3,404.0,,,Tetragonal,Perovskite,"{'a': '3.99907 Å', 'b': '3.99907 Å', 'c': '4.02751 Å'}",P4mm,79 Oe,77.1 × 10^-4 emu/g,,,,10.1016/j.jssc.2023.124436,True
BaTi0.96Cr0.04O3,405.0,,,Tetragonal,Perovskite,"{'a': '3.99812 Å', 'b': '3.99812 Å', 'c': '4.02883 Å'}",P4mm,90.6 Oe,90.6 × 10^-4 emu/g,,,,10.1016/j.jssc.2023.124436,True
BaTi0.94Cr0.06O3,413.0,,,Tetragonal,Perovskite,"{'a': '3.99406 Å', 'b': '3.99406 Å', 'c': '4.03512 Å'}",P4mm,110.87 Oe,79.2 × 10^-4 emu/g,,,,10.1016/j.jssc.2023.124436,True
BaTi0.7Fe0.3O3,462.0,,,Tetragonal and Hexagonal,,"{'a': '3.9901 Å', 'b': '3.9901 Å', 'c': '3.9957 Å'}",P4mm and P63/mmc,,0.03 μB/Fe ion,,,,10.1016/j.physb.2014.03.069,True
Be2Fe0.43Os0.57,350.0,,364 K,Hexagonal,C14,"{'a': '4.2882', 'c': '6.9822'}",P 63/mmc,,1.27 μB,,,,10.1016/j.jallcom.2023.171911,True
Be2Fe0.48Ru0.52,340.0,,353.5 K,Cubic,C15,{'a': '6.0612'},Fd-3m,,2.25 μB,,,,10.1016/j.jallcom.2023.171911,True
Bi0.3Ca0.7MnO3,,31.0,,Orthorhombic,Pnma,"{'a': '5.42990 Å', 'b': '7.52120 Å', 'c': '5.39050 Å'}",Pnma,,,,,,10.1016/j.physb.2023.415410,True
La0.1Bi0.2Ca0.7MnO3,220.0,17.0,,Orthorhombic,Pnma,"{'a': '5.39960 Å', 'b': '7.55090 Å', 'c': '5.36230 Å'}",Pnma,,,,,,10.1016/j.physb.2023.415410,True
Bi0.3Ca0.7MnO3,,133.0,95 K,Orthorhombic,Pnma,"{'a': '5.3816 Å', 'b': '7.5334 Å', 'c': '5.3452 Å'}",Pnma,,,,,,10.1016/j.jallcom.2009.04.015,True
Bi0.3Ca0.7Mn0.98V0.02O3,,,148 K,Orthorhombic,Pnma,"{'a': '5.3924 Å', 'b': '7.5224 Å', 'c': '5.3547 Å'}",Pnma,,,,,,10.1016/j.jallcom.2009.04.015,True
Bi0.3Ca0.7Mn0.95V0.05O3,,,128 K,Orthorhombic,Pnma,"{'a': '5.4102 Å', 'b': '7.4990 Å', 'c': '5.3754 Å'}",Pnma,,,,,,10.1016/j.jallcom.2009.04.015,True
Bi0.3Ca0.7Mn0.9V0.1O3,,,143 K,Orthorhombic,Pnma,"{'a': '5.4231 Å', 'b': '7.5110 Å', 'c': '5.3856 Å'}",Pnma,,,,,,10.1016/j.jallcom.2009.04.015,True
Bi0.5Ca0.5Mn0.88Cr0.12O3,72.6,,,Triclinic,,,,,1.36 μB at 4.5 kOe,,,,10.1016/j.physb.2009.06.063,True
Bi0.5Ca0.5MnO3,,130.0,,Triclinic,,,,,,,,,10.1016/j.physb.2009.06.063,True
Bi0.5Ca0.5MnO3,,150.0,,Orthorhombic,Pnma,,Pnma,,,,,,10.1016/j.ceramint.2014.12.026,True
Bi0.7Sr0.3MnO3,100.0,,,Monoclinic,,,,,,,,,10.1016/j.ceramint.2020.08.216,True
La0.7Sr0.3MnO3,370.0,,,Orthorhombic,,,,,,,,,10.1016/j.ceramint.2020.08.216,True
Bi0.6La0.1Sr0.3MnO3,,120.0,,Orthorhombic,,"{'a': '5.50397', 'b': '7.75262', 'c': '5.53432'}",Pnma,,,,,,10.1016/j.ceramint.2020.08.216,True
Bi0.5La0.2Sr0.3MnO3,,150.0,,Orthorhombic,,"{'a': '5.50229', 'b': '7.74890', 'c': '5.53214'}",Pnma,,,,,,10.1016/j.ceramint.2020.08.216,True
La0.6Bi0.1Sr0.3MnO3,295.0,,,Rhombohedral,,,,,,,,,10.1016/j.ceramint.2020.08.216,True
La0.5Bi0.2Sr0.3MnO3,370.0,,,Rhombohedral,,,,,,,,,10.1016/j.ceramint.2020.08.216,True
Bi0.90Nd0.10FeO3,,640.0,,Rhombohedral,R 3 c,"{'a': '5.5716 Å', 'c': '13.8123 Å'}",R 3 c,200.81 Oe,,,2.05 memu/g,,10.1016/j.jallcom.2018.04.042,True
Bi0.92La0.05Lu0.03FeO3,,662.15,,Rhombohedral,Perovskite,"{'a': '5.5740 Å', 'c': '13.8691 Å'}",R3c,,,,,,10.1016/j.jallcom.2012.11.189,True
Bi0.90La0.05Lu0.05FeO3,,656.15,,Rhombohedral,Perovskite,"{'a': '5.5735 Å', 'c': '13.8516 Å'}",R3c,,,,,,10.1016/j.jallcom.2012.11.189,True
Bi0.88La0.05Lu0.07FeO3,,653.15,,Rhombohedral,Perovskite,"{'a': '5.5730 Å', 'c': '13.8506 Å'}",R3c,,,,,,10.1016/j.jallcom.2012.11.189,True
Bi0.7Sr0.3Mn0.95Cr0.05O3,,152.5,,,,,,,,,,,10.1016/j.jssc.2006.05.045,True
Bi0.5Sr0.5MnO3,,150.0,,Orthorhombic,,,Imma,,,,,,10.1016/j.jssc.2006.08.021,True
Bi0.25Sr0.75MnO3,,120.0,,Ibmm,,,,,,,,,10.1016/j.jssc.2006.08.021,True
Bi1.56Sb1.48Co0.96O7,,,-16.5 K,Pyrochlore,Cubic,,Fd-3m,,5.19 μB,,,,10.1016/j.jallcom.2009.12.059,True
Bi1.56Nb1.48Co0.96O7,,,-16.5 K,Pyrochlore,Cubic,,Fd-3m,,5.16 μB,,,,10.1016/j.jallcom.2009.12.059,True
Bi0.7Ca0.3MnO3,,,102 K,Triclinic,Monoclinic,,,,5.65 μB,,,,10.1016/j.physb.2014.03.060,True
Bi0.6Ca0.4MnO3,,,140 K,Orthorhombic,,,Pnma,,5.92 μB,,,,10.1016/j.physb.2014.03.060,True
Bi0.5Ca0.5MnO3,,150.0,134 K,Orthorhombic,,,Pnma,,5.59 μB,,,,10.1016/j.physb.2014.03.060,True
Bi0.4Ca0.6MnO3,,,141 K,Orthorhombic,,,Pnma,,5.10 μB,,,,10.1016/j.physb.2014.03.060,True
Bi0.35Ca0.65MnO3,,,109 K,Orthorhombic,,,Pnma,,5.06 μB,,,,10.1016/j.physb.2014.03.060,True
Bi0.3Ca0.7MnO3,,,75 K,Orthorhombic,,,Pnma,,5.17 μB,,,,10.1016/j.physb.2014.03.060,True
Bi0.25Ca0.75MnO3,,,61 K,Orthorhombic,,,Pnma,,4.92 μB,,,,10.1016/j.physb.2014.03.060,True
Bi0.2Ca0.8MnO3,,,57 K,Orthorhombic,,,Pnma,,4.90 μB,,,,10.1016/j.physb.2014.03.060,True
Bi0.15Ca0.85MnO3,,,-14 K,Orthorhombic,,,Pnma,,4.76 μB,,,,10.1016/j.physb.2014.03.060,True
Bi0.1Ca0.9MnO3,,,-156 K,Orthorhombic,,,Pnma,,5.41 μB,,,,10.1016/j.physb.2014.03.060,True
Bi0.95Nd0.05FeO3,,653.15,,Triclinic,,,P1,,,,,,10.1016/j.jallcom.2011.12.025,True
Bi0.90Nd0.10FeO3,,653.15,,Triclinic,,,P1,,,,,,10.1016/j.jallcom.2011.12.025,True
Bi0.85Nd0.15FeO3,,653.15,,Triclinic,,,P1,,,,,,10.1016/j.jallcom.2011.12.025,True
Bi0.95Tb0.05FeO3,,648.15,,R3c,Hexagonal,"{'a': '5.57263', 'c': '13.8409'}",R3c,,3.75 μB,,,,10.1016/j.jssc.2011.04.028,True
Bi0.90Tb0.10FeO3,,648.15,,R3c,Hexagonal,"{'a': '5.56616', 'c': '13.8170'}",R3c,,3.98 μB,,,,10.1016/j.jssc.2011.04.028,True
Bi0.85Tb0.15FeO3,,648.15,,R3c,Hexagonal,"{'a': '5.56034', 'c': '13.7937'}",R3c,,4.0 μB,,,,10.1016/j.jssc.2011.04.028,True
Bi0.80Tb0.20FeO3,,638.15,,Pnma,Orthorhombic,"{'a': '5.62644', 'b': '7.80144', 'c': '5.43049'}",Pnma,,3.79 μB,,,,10.1016/j.jssc.2011.04.028,True
Bi0.9Y0.1FeO3,,681.15,,Rhombohedral,Distorted Perovskite,"{'a': '5.5669 Å', 'c': '13.8328 Å'}",R3c,0.7219 kOe,,1.919 emu/g,1.1359 emu/g,,10.1016/j.ceramint.2016.12.028,True
Bi0.9Y0.1MnO3,,68.0,+22.3 K,GdFeO3-type perovskite,Orthorhombic,"{'a': '5.9065 Å', 'b': '7.5529 Å', 'c': '5.3987 Å'}",Pnma,17 kOe,5.015 μB/f.u.,,,,10.1016/j.jssc.2016.10.025,True
Bi0.8Y0.2MnO3,,58.0,+12.3 K,GdFeO3-type perovskite,Orthorhombic,"{'a': '5.9037 Å', 'b': '7.5282 Å', 'c': '5.3798 Å'}",Pnma,18 kOe,5.058 μB/f.u.,,,,10.1016/j.jssc.2016.10.025,True
Bi0.7Y0.3MnO3,,46.0,+6.6 K,GdFeO3-type perovskite,Orthorhombic,"{'a': '5.8950 Å', 'b': '7.5049 Å', 'c': '5.3628 Å'}",Pnma,12 kOe,4.986 μB/f.u.,,,,10.1016/j.jssc.2016.10.025,True
Bi0.5Y0.5MnO3,,44.0,-9.3 K,GdFeO3-type perovskite,Orthorhombic,"{'a': '5.8787 Å', 'b': '7.4578 Å', 'c': '5.3278 Å'}",Pnma,,4.924 μB/f.u.,,,,10.1016/j.jssc.2016.10.025,True
Bi0.4Y0.6MnO3,,44.0,-9.0 K,GdFeO3-type perovskite,Orthorhombic,"{'a': '5.8672 Å', 'b': '7.4349 Å', 'c': '5.3113 Å'}",Pnma,,4.906 μB/f.u.,,,,10.1016/j.jssc.2016.10.025,True
Bi0.3Y0.7MnO3,,44.0,-17.7 K,GdFeO3-type perovskite,Orthorhombic,"{'a': '5.8550 Å', 'b': '7.4132 Å', 'c': '5.2958 Å'}",Pnma,,4.817 μB/f.u.,,,,10.1016/j.jssc.2016.10.025,True
Bi0.2Y0.8MnO3,,44.0,-31.3 K,GdFeO3-type perovskite,Orthorhombic,"{'a': '5.8429 Å', 'b': '7.3922 Å', 'c': '5.2815 Å'}",Pnma,,4.929 μB/f.u.,,,,10.1016/j.jssc.2016.10.025,True
Bi0.1Y0.9MnO3,,44.0,-37.7 K,GdFeO3-type perovskite,Orthorhombic,"{'a': '5.8351 Å', 'b': '7.3728 Å', 'c': '5.2696 Å'}",Pnma,,4.928 μB/f.u.,,,,10.1016/j.jssc.2016.10.025,True
Ca0.7Sr0.3Mn0.96Mo0.04O3,,100.0,+30 K,Orthorhombic,Pnma,"{'a': '5.3338 Å', 'b': '7.5343 Å', 'c': '5.3249 Å'}",Pnma,,3.74-3.96 μB/f.u.,,,,10.1016/j.jssc.2005.01.025,True
Ca0.4Sr0.6Mn0.96Mo0.04O3,,,-130 K,Tetragonal,I4/mcm,"{'a': '5.3417 Å', 'c': '7.6355 Å'}",I4/mcm,,3.74-3.96 μB/f.u.,,,,10.1016/j.jssc.2005.01.025,True
Ca0.97Y0.03MnO3,,123.0,,Orthorhombic,Pnma,,,,1 μB,,,,10.1016/S0921-4526(02)00624-5,True
Ca0.95Y0.05MnO3,,123.0,,Orthorhombic,Pnma,,,,,,,,10.1016/S0921-4526(02)00624-5,True
Ca0.90Y0.10MnO3,,123.0,,Orthorhombic,Pnma,,,,7 μB,,,,10.1016/S0921-4526(02)00624-5,True
Ca2FeGaO5,,400.0,,Pnma,Orthorhombic,"{'a': '5.3986', 'b': '14.7040', 'c': '5.6041'}",Pnma,,,,,,10.1016/j.jssc.2018.05.032,True
Ca2Fe2O5,,725.0,,Pnma,Orthorhombic,"{'a': '5.429', 'b': '14.771', 'c': '5.559'}",Pnma,,,,,,10.1016/j.jssc.2018.05.032,True
Ca2PrCr2NbO9,110.0,,,Orthorhombic,,,Pbnm,,,,,,10.1016/j.ceramint.2022.01.187,False
Ca3Co1.3Fe0.7O6,,,0 K,Rhombohedral,,,R-3c,,,,,,10.1016/j.jallcom.2011.09.010,True
Ca3Co0.9Fe1.1O6,,7.0,,Triclinic,,"{'a': '8.0038', 'b': '5.7029', 'c': '12.5536'}",P-1,,,,,,10.1016/j.jallcom.2011.09.010,True
Ca3CoMnO6,,12.0,-50.3 K,Rhombohedral,K4CdCl6,"{'a': '9.1320 Å', 'c': '10.5801 Å'}",,,6.25 μB,,,,10.1016/j.jssc.2023.124021,True
Ca3CoMn0.95Cr0.05O6,,,-42.7 K,Rhombohedral,K4CdCl6,"{'a': '9.1306 Å', 'c': '10.5757 Å'}",,,6.15 μB,,,,10.1016/j.jssc.2023.124021,True
Ca3CoMn0.9Cr0.1O6,,,-42.1 K,Rhombohedral,K4CdCl6,"{'a': '9.1239 Å', 'c': '10.5710 Å'}",,,6.09 μB,,,,10.1016/j.jssc.2023.124021,True
Ca3CoMn0.85Cr0.15O6,,,-38.8 K,Rhombohedral,K4CdCl6,"{'a': '9.1248 Å', 'c': '10.5636 Å'}",,,5.90 μB,,,,10.1016/j.jssc.2023.124021,True
Ca4Fe2.08Mn0.92O8Cl2,,,-14 K,Tetragonal,I4/mmm,,I4/mmm,,5.96 μB,,,,10.1016/j.jssc.2010.03.019,True
Ca4Fe1.81Mn1.19O8Cl2,,,-39 K,Tetragonal,I4/mmm,,I4/mmm,,6.31 μB,,,,10.1016/j.jssc.2010.03.019,True
Ca4Fe1.72Mn1.28O8Cl2,,,-55 K,Tetragonal,I4/mmm,,I4/mmm,,6.73 μB,,,,10.1016/j.jssc.2010.03.019,True
Ca4Fe1.64Mn1.36O8Cl2,,,-80 K,Tetragonal,I4/mmm,,I4/mmm,,6.25 μB,,,,10.1016/j.jssc.2010.03.019,True
Ca4Fe1.47Mn1.53O8Cl2,,,-134 K,Tetragonal,I4/mmm,,I4/mmm,,7.14 μB,,,,10.1016/j.jssc.2010.03.019,True
Ca4Fe1.21Mn1.79O8Cl2,,,-138 K,Tetragonal,I4/mmm,,I4/mmm,,6.56 μB,,,,10.1016/j.jssc.2010.03.019,True
CaAl7.922Fe4.078O19,130.0,,,P63/mmc,Hexagonal,"{'a': '5.6732', 'c': '22.2957'}",P63/mmc,,,,,,10.1016/j.jssc.2020.121650,True
CaAl7.013Fe4.987O19,310.0,,,P63/mmc,Hexagonal,"{'a': '5.6967', 'c': '22.3732'}",P63/mmc,,,,,,10.1016/j.jssc.2020.121650,True
Ca0.58La0.51Fe11.91Co0.42O19,702.0,,,Hexagonal,,"{'a': '5.889 Å', 'c': '22.925 Å'}",P 63/mmc,10.41 kOe,,,,,10.1016/j.jssc.2018.11.036,True
Ca0.58La0.52Fe11.83Co0.35O19,703.0,,,Hexagonal,,"{'a': '5.891 Å', 'c': '22.929 Å'}",P 63/mmc,15.26 kOe,,,,,10.1016/j.jssc.2018.11.036,True
Ca0.55La0.52Fe11.83Co0.35O19,699.0,,,Hexagonal,,"{'a': '5.889 Å', 'c': '22.923 Å'}",P 63/mmc,17.35 kOe,,,,,10.1016/j.jssc.2018.11.036,True
Ca0.53La0.56Fe11.74Co0.30O19,700.0,,,Hexagonal,,"{'a': '5.889 Å', 'c': '22.919 Å'}",P 63/mmc,23.15 kOe,,,,,10.1016/j.jssc.2018.11.036,True
Ca0.62La0.48Fe11.74Co0.22O19,697.0,,,Hexagonal,,"{'a': '5.889 Å', 'c': '22.917 Å'}",P 63/mmc,25.65 kOe,,,,,10.1016/j.jssc.2018.11.036,True
Ca0.51La0.59Fe11.64Co0.25O19,690.0,,,Hexagonal,,"{'a': '5.890 Å', 'c': '22.920 Å'}",P 63/mmc,28.31 kOe,,,,,10.1016/j.jssc.2018.11.036,True
Ca0.77La0.37Fe11.70Co0.09O19,691.0,,,Hexagonal,,"{'a': '5.890 Å', 'c': '22.926 Å'}",P 63/mmc,26.89 kOe,,,,,10.1016/j.jssc.2018.11.036,True
Ca0.52La0.56Fe11.56Co0.36O19,691.0,,,Hexagonal,,"{'a': '5.890 Å', 'c': '22.923 Å'}",P 63/mmc,31.54 kOe,,,,,10.1016/j.jssc.2018.11.036,True
Ca0.66La0.43Fe11.91O19,703.0,,,Magnetoplumbite-type,Hexagonal,"{'a': '5.890 Å', 'c': '22.931 Å'}",P63/mmc,,,19.82 μB/f.u. at 5 K,,,10.1016/j.jssc.2016.09.028,True
Ca0.58La0.51Fe11.91O19,703.0,,,Magnetoplumbite-type,Hexagonal,"{'a': '5.889 Å', 'c': '22.925 Å'}",P63/mmc,,,19.74 μB/f.u. at 5 K,,,10.1016/j.jssc.2016.09.028,True
Ca0.41La0.67Fe11.92O19,701.0,,,Magnetoplumbite-type,Hexagonal,"{'a': '5.890 Å', 'c': '22.922 Å'}",P63/mmc,,,19.87 μB/f.u. at 5 K,,,10.1016/j.jssc.2016.09.028,True
Cd0.99Fe0.01O,560.0,,,Cubic,NaCl type,{'a': '0.46956 nm'},Fm3m,"80 mT at 5 K, 17.9 mT at 300 K","2.5 μB/Fe at 5 K, 0.09 μB/Fe at 300 K","476 x 10^-3 A m^2/kg at 5 K, 17.9 x 10^-3 A m^2/kg at 300 K",,,10.1016/j.jallcom.2017.07.255,True
Cd0.975Fe0.025O,560.0,,,Cubic,NaCl type,{'a': '0.46946 nm'},Fm3m,"58 mT at 5 K, 139 mT at 300 K","1.68 μB/Fe at 5 K, 0.29 μB/Fe at 300 K","810 x 10^-3 A m^2/kg at 5 K, 139 x 10^-3 A m^2/kg at 300 K",,,10.1016/j.jallcom.2017.07.255,True
Cd0.95Fe0.05O,560.0,,,Cubic,NaCl type,{'a': '0.46941 nm'},Fm3m,"46 mT at 5 K, 1.2 mT at 300 K","1.54 μB/Fe at 5 K, 0.51 μB/Fe at 300 K","1520 x 10^-3 A m^2/kg at 5 K, 502 x 10^-3 A m^2/kg at 300 K",,,10.1016/j.jallcom.2017.07.255,True
Cd0.93Fe0.07O,560.0,,,Cubic,NaCl type,{'a': '0.46934 nm'},Fm3m,"45 mT at 5 K, 2.2 mT at 300 K","1.74 μB/Fe at 5 K, 0.64 μB/Fe at 300 K","2446 x 10^-3 A m^2/kg at 5 K, 905 x 10^-3 A m^2/kg at 300 K",,,10.1016/j.jallcom.2017.07.255,True
CdFe2O4,773.0,,,Cubic Spinel,FCC,{'a': '8.726 Å'},,,,,,,10.1016/j.ceramint.2020.05.079,True
Cd0.875Y0.125Fe2O4,773.0,,,Cubic Spinel,FCC,{'a': '8.725 Å'},,,,,,,10.1016/j.ceramint.2020.05.079,True
Cd0.75Y0.25Fe2O4,823.0,,,Cubic Spinel,FCC,{'a': '8.715 Å'},,,,,,,10.1016/j.ceramint.2020.05.079,True
Cd0.625Y0.375Fe2O4,823.0,,,Cubic Spinel,FCC,{'a': '8.705 Å'},,,,,,,10.1016/j.ceramint.2020.05.079,True
Cd0.5Y0.5Fe2O4,823.0,,,Cubic Spinel,FCC,{'a': '8.701 Å'},,,,,,,10.1016/j.ceramint.2020.05.079,True
Cd0.96Mn0.04Te,3.0,,,,,,,,,,,,10.1016/S0022-0248(02)02365-5,True
Cd0.65Zn0.08Mg0.27Te,2.5,,,,,,,,,,,,10.1016/S0022-0248(02)02365-5,True
CePdAl,,2.7,,Hexagonal,ZrNiAl type,,,,2.54 μB,,,,10.1016/j.physb.2006.01.293,True
Ce0.2Gd0.8Mn2Si2,60.0,465.0,,ThCr2Si2-type,Tetragonal,,I4/mmm,,,,,,10.1016/j.jallcom.2004.05.013,True
Pr0.2Gd0.8Mn2Si2,52.0,365.0,,ThCr2Si2-type,Tetragonal,,I4/mmm,,,,,,10.1016/j.jallcom.2004.05.013,True
GdMn2Si2,65.0,465.0,,ThCr2Si2-type,Tetragonal,,I4/mmm,,,,,,10.1016/j.jallcom.2004.05.013,True
PrMn2Si2,,365.0,,ThCr2Si2-type,Tetragonal,,I4/mmm,,,,,,10.1016/j.jallcom.2004.05.013,True
CeMn2Si2,,465.0,,ThCr2Si2-type,Tetragonal,,I4/mmm,,,,,,10.1016/j.jallcom.2004.05.013,True
Ce0.5Sm0.5Fe10Ti1V1,531.15,,,ThMn12,Tetragonal,"{'a': '8.541 Å', 'c': '4.784 Å'}",,425 kA/m,,,,,10.1016/j.actamat.2019.04.006,True
Ce1Fe10Ti1V1,457.15,,,ThMn12,Tetragonal,"{'a': '8.529 Å', 'c': '4.776 Å'}",,2.0 kA/m,,,,,10.1016/j.actamat.2019.04.006,True
Sm1Fe11Ti1,583.15,,,ThMn12,Tetragonal,,,,,,,,10.1016/j.actamat.2019.04.006,False
Ce0.5Sm0.5Fe11Ti1,542.15,,,ThMn12,Tetragonal,"{'a': '8.544 Å', 'c': '4.788 Å'}",,6.0 kA/m,,,,,10.1016/j.actamat.2019.04.006,True
Ce2Fe14B,425.0,,,Tetragonal,,"{'a': '8.767 Å', 'c': '12.126 Å'}",,6.3 kOe,,,4.6 kG,,10.1016/j.jallcom.2013.05.101,True
Ce2Fe13CoB,474.0,,,Tetragonal,,"{'a': '8.754 Å', 'c': '12.101 Å'}",,5.4 kOe,,,5.1 kG,,10.1016/j.jallcom.2013.05.101,True
Ce2Fe12Co2B,516.0,,,Tetragonal,,"{'a': '8.747 Å', 'c': '12.082 Å'}",,4.9 kOe,,,5.2 kG,,10.1016/j.jallcom.2013.05.101,True
Ce2Fe11Co3B,560.0,,,Tetragonal,,"{'a': '8.739 Å', 'c': '12.069 Å'}",,4.2 kOe,,,5.0 kG,,10.1016/j.jallcom.2013.05.101,True
Ce2Fe10Co4B,607.0,,,Tetragonal,,"{'a': '8.736 Å', 'c': '12.053 Å'}",,3.3 kOe,,,4.7 kG,,10.1016/j.jallcom.2013.05.101,True
Ce2Fe9Co5B,658.0,,,Tetragonal,,"{'a': '8.730 Å', 'c': '12.039 Å'}",,1.7 kOe,,,3.6 kG,,10.1016/j.jallcom.2013.05.101,True
Ce2Fe5Al12,,,Negative,Th2Zn17,Rhombohedral,,,,,,,,10.1016/S0921-4526(99)02542-9,True
Ce2Fe4Al13,,,Negative,Th2Zn17,Rhombohedral,,,,,,,,10.1016/S0921-4526(99)02542-9,True
Ce2Fe16.67Co0.33,261.9,,,Rhombohedral,Th2Zn17-type,"{'a': '8.4466 Å', 'c': '12.5404 Å'}",R-3m,,28.15 μB/f.u.,127.52 Am^2/kg,,,10.1016/j.jallcom.2022.168060,True
Ce2Fe16.33Co0.67,301.1,,,Rhombohedral,Th2Zn17-type,"{'a': '8.4419 Å', 'c': '12.5472 Å'}",R-3m,,27.97 μB/f.u.,126.42 Am^2/kg,,,10.1016/j.jallcom.2022.168060,True
Ce2Fe16Co1,335.6,,,Rhombohedral,Th2Zn17-type,"{'a': '8.4399 Å', 'c': '12.5529 Å'}",R-3m,,27.76 μB/f.u.,125.15 Am^2/kg,,,10.1016/j.jallcom.2022.168060,True
Ce2Fe17,94.4,204.0,,Rhombohedral,Th2Zn17 type,,,,30.8 μB at 4 K,,,,10.1016/j.jallcom.2011.04.043,True
Ce2Fe16.65Mn0.35,22.0,209.0,,Rhombohedral,Th2Zn17 type,,,,29.1 μB at 4 K,,,,10.1016/j.jallcom.2011.04.043,True
Ce2Fe16.5Mn0.5,,208.0,,Rhombohedral,Th2Zn17 type,,,,28.2 μB at 4 K,,,,10.1016/j.jallcom.2011.04.043,True
Ce2Fe16.25Mn0.75,,206.0,,Rhombohedral,Th2Zn17 type,,,,27.3 μB at 4 K,,,,10.1016/j.jallcom.2011.04.043,True
Ce2Fe16Mn,,198.0,,Rhombohedral,Th2Zn17 type,,,,25.9 μB at 4 K,,,,10.1016/j.jallcom.2011.04.043,True
Ce2Fe15.7Mn1.3,9.0,188.0,,Rhombohedral,Th2Zn17 type,,,,23.7 μB at 4 K,,,,10.1016/j.jallcom.2011.04.043,True
Ce2Fe15.3Mn1.7,54.6,180.6,,Rhombohedral,Th2Zn17 type,,,,23.0 μB at 4 K,,,,10.1016/j.jallcom.2011.04.043,True
Ce2Fe15Mn2,80.0,168.0,,Rhombohedral,Th2Zn17 type,,,,21.0 μB at 4 K,,,,10.1016/j.jallcom.2011.04.043,True
Ce8Pd24Al0.96,,4.5,,Cubic,BCC,,,,,,,,10.1016/j.physb.2006.01.313,True
Ce8Pd24Al1,,4.7,,Cubic,BCC,,,,,,,,10.1016/j.physb.2006.01.313,True
Ce8Pd24Al2,,2.2,,Cubic,BCC,,,,,,,,10.1016/j.physb.2006.01.313,True
CeCrO3,,260.0,,Orthorhombic,Distorted Perovskite,"{'a': '5.4743', 'b': '7.7340', 'c': '5.4802'}",Pnma,,,,,,10.1016/j.jssc.2021.122537,True
CeCr0.94Fe0.06O3,,253.0,,Orthorhombic,Distorted Perovskite,"{'a': '5.4797', 'b': '7.7382', 'c': '5.4828'}",Pnma,,,,,,10.1016/j.jssc.2021.122537,True
CeCr0.93Fe0.07O3,,251.0,,Orthorhombic,Distorted Perovskite,"{'a': '5.4817', 'b': '7.7384', 'c': '5.4835'}",Pnma,,,,,,10.1016/j.jssc.2021.122537,True
CeCr0.92Fe0.08O3,,250.0,,Orthorhombic,Distorted Perovskite,"{'a': '5.4820', 'b': '7.7395', 'c': '5.4844'}",Pnma,,,,,,10.1016/j.jssc.2021.122537,True
CeCr0.91Fe0.09O3,,245.0,,Orthorhombic,Distorted Perovskite,"{'a': '5.4837', 'b': '7.7411', 'c': '5.4852'}",Pnma,,,,,,10.1016/j.jssc.2021.122537,True
