composition,Tc_sim,Tc_exp,contains_rare_earth,use_for_emb
Ba0.24La0.7Co1Pb0.06O3,,200.0,True,True
Ba0.25La0.75Co1O3,,200.0,True,True
Ba0.25La0.75Mn1O3,,311.5,True,True
Ba0.25La0.7Nd0.05Mn0.93Cu0.07O3,229.0,,True,True
Ba0.25La0.7Nd0.05Mn0.95Cu0.05O3,258.0,,True,True
Ba0.25La0.7Nd0.05Mn0.95Zn0.05O3,,260.0,True,True
Ba0.25La0.7Nd0.05Mn0.97Cu0.03O3,275.0,,True,True
Ba0.25La0.7Nd0.05Mn0.97Zn0.03O3,,285.0,True,True
Ba0.25La0.7Nd0.05Mn1O3,302.0,293.0,True,True
Ba0.25La0.7Y0.05Mn0.85Cr0.15O3,,258.0,True,True
Ba0.25La0.7Y0.05Mn1O3,,310.0,True,True
Ba0.25Pr0.75Mn1O3,,156.0,True,True
Ba0.25Pr0.7Mn1O3,,151.0,True,True
Ba0.27La0.7Co1Pb0.03O3,,200.0,True,True
Ba0.28La0.67Mn1O3,,336.0,True,True
Ba0.2Ca0.13La0.57Nd0.1Mn1O3,,280.0,True,False
Ba0.2Ca0.13La0.61Nd0.06Mn1O3,,296.0,True,True
Ba0.2Ca0.13La0.65Nd0.02Mn1O3,,308.0,True,True
Ba0.2Ca0.15La0.6Mn1O3,202.0,,True,True
Ba0.2Ca0.1La0.7Mn0.9Ru0.1O3,,240.0,True,False
Ba0.2Ca0.1La0.7Mn0.9Sn0.1O3,,290.0,True,True
Ba0.2Ca0.1La0.7Mn1O3,,310.0,True,True
Ba0.2Ca0.2La0.6Mn1O3,,302.0,True,True
Ba0.2Ca1.4La1.4Mn2O7,,144.0,True,True
Ba0.2La0.7Nd0.1Mn1O3,,257.0,True,True
Ba0.2La0.8Co1O3,,185.0,True,True
Ba0.2La0.8Mn0.85Fe0.15O3,,157.5,True,True
Ba0.2La0.8Mn0.8Fe0.2O3,125.0,125.0,True,True
Ba0.2La0.8Mn0.95Fe0.05O3,,233.0,True,True
Ba0.2La0.8Mn0.9Fe0.1O3,193.0,193.0,True,True
Ba0.2La0.8Mn1O3,295.0,286.0,True,True
Ba0.2La1.8Cu1Sn1O6,,136.0,True,True
Ba0.2Pr0.7Mn1O3,,145.0,True,True
Ba0.2Sr0.1La0.65Nd0.05Mn1O3,,319.0,True,True
Ba0.2Sr0.2La0.6Mn1O3,354.0,354.0,True,True
Ba0.2Sr0.3Pr0.5Mn1O3,,180.0,True,True
Ba0.2Sr1.7Gd0.1Fe1Mo1O6,,357.0,True,True
Ba0.32Sr1.28La1.4Mn2O7,125.0,139.0,True,True
Ba0.33La0.62Er0.05Mn0.85Fe0.15O3,,180.0,True,True
Ba0.33La0.62Er0.05Mn0.95Fe0.05O3,,256.53,True,True
Ba0.33La0.62Er0.05Mn0.9Fe0.1O3,,260.0,True,True
Ba0.33La0.62Er0.05Mn1O3,,275.0,True,True
Ba0.33La0.62Nd0.05Mn1O3,,270.0,True,True
Ba0.33La0.67Mn0.85Sn0.15O3,288.0,288.0,True,True
Ba0.33La0.67Mn0.92O3,,216.0,True,True
Ba0.33La0.67Mn0.93Sb0.07O3,,296.0,True,True
Ba0.33La0.67Mn0.95Fe0.05O3,271.0,,True,True
Ba0.33La0.67Mn0.95Sn0.05O3,,340.0,True,True
Ba0.33La0.67Mn0.96O3,,330.0,True,True
Ba0.33La0.67Mn0.97Sb0.03O3,,316.0,True,True
Ba0.33La0.67Mn0.99Sb0.01O3,,326.0,True,True
Ba0.33La0.67Mn0.9Cr0.1O3,324.0,324.0,True,True
Ba0.33La0.67Mn0.9Sn0.1O3,,325.0,True,True
Ba0.33La0.67Mn1O2.92,275.0,,True,True
Ba0.33La0.67Mn1O3,306.0,340.0,True,True
Ba0.33La0.67Ti0.02Mn0.98O3,310.0,312.235,True,True
Ba0.33Nd0.67Mn0.93Fe0.07O3,,50.0,True,True
Ba0.33Nd0.67Mn0.95Fe0.05O3,,61.0,True,True
Ba0.33Nd0.67Mn0.98Fe0.02O3,134.0,134.0,True,True
Ba0.33Nd0.67Mn0.9Co0.1O3,,137.0,True,True
Ba0.33Nd0.67Mn0.9Cr0.1O3,,163.0,True,True
Ba0.33Nd0.67Mn0.9Cu0.1O3,,112.03,True,True
Ba0.33Nd0.67Mn0.9Fe0.1O3,,48.435,True,True
Ba0.33Nd0.67Mn0.9Ni0.1O3,,147.0,True,True
Ba0.33Nd0.67Mn1O3,145.0,140.41,True,True
Ba0.33Pr0.67Mn0.95Fe0.05O3,128.0,128.0,True,True
Ba0.33Pr0.67Mn1O3,188.0,191.0,True,True
Ba0.34Nd0.66Mn1O3,,150.0,True,True
Ba0.35Ca0.05La0.6Co1O3,,232.0,True,True
Ba0.35La0.65Mn0.95Fe0.05O3,,207.0,True,True
Ba0.35La0.65Mn1O3,,317.5,True,True
Ba0.36Pr0.64Mn1O3,,196.0,True,True
Ba0.38La0.62Mn1O3,,340.0,True,True
Ba0.3Ca0.1La0.6Co1O3,,228.0,True,True
Ba0.3La0.4Y0.3Mn0.7Fe0.3O3,,140.5,True,True
Ba0.3La0.55Eu0.15Mn1O3,,298.0,True,True
Ba0.3La0.5Pr0.2Mn1O3,,295.0,True,True
Ba0.3La0.5Sm0.2Mn1O3,,225.0,True,True
Ba0.3La0.5Y0.2Mn0.8Fe0.2O3,,147.0,True,True
Ba0.3La0.65Eu0.05Mn1O3,297.0,324.0,True,True
Ba0.3La0.65Mn1Ag0.05O3,,300.0,True,True
Ba0.3La0.65Nd0.05Mn0.85Cr0.15O3,,275.0,True,True
Ba0.3La0.65Nd0.05Mn0.95Cr0.05O3,,315.0,True,True
Ba0.3La0.65Nd0.05Mn0.9Cr0.1O3,,300.0,True,True
Ba0.3La0.65Nd0.05Mn1O3,,306.0,True,True
Ba0.3La0.6Eu0.1Mn1O3,,312.0,True,True
Ba0.3La0.6Pr0.1Mn0.7Ni0.3O3,,131.0,True,True
Ba0.3La0.6Pr0.1Mn0.9Fe0.1O3,277.0,,True,True
Ba0.3La0.6Pr0.1Mn0.9Ni0.1O3,,162.0,True,True
Ba0.3La0.6Pr0.1Mn1O3,215.0,267.5,True,True
Ba0.3La0.6Sm0.1Mn1O3,,290.0,True,True
Ba0.3La0.6Y0.1Mn0.9Fe0.1O3,,121.0,True,True
Ba0.3La0.75Nd0.05Mn1O3,325.0,,True,True
Ba0.3La0.7Co1O3,,193.0,True,True
Ba0.3La0.7Mn0.82Fe0.18O3,,150.0,True,True
Ba0.3La0.7Mn0.85Fe0.15O3,,183.0,True,True
Ba0.3La0.7Mn0.87Fe0.13O3,,208.0,True,True
Ba0.3La0.7Mn0.8Fe0.2O3,,154.0,True,True
Ba0.3La0.7Mn0.92Fe0.08O3,,253.0,True,True
Ba0.3La0.7Mn0.9Al0.1O3,,311.0,True,True
Ba0.3La0.7Mn0.9Fe0.1O3,,212.0,True,True
Ba0.3La0.7Mn1O3,336.0,336.5,True,True
Ba0.3La0.7Ti0.02Mn0.98O3,,301.11,True,True
Ba0.3La0.7Ti0.05Mn0.95O3,,246.94,True,True
Ba0.3La0.7Ti0.1Mn0.9O3,,170.01,True,True
Ba0.3La0.7Ti0.2Mn0.8O3,,96.03,True,True
Ba0.3La0.7Ti0.3Mn0.7O3,,34.64,True,True
Ba0.3Na0.05La0.65Mn1O3,,310.0,True,True
Ba0.3Nd0.7Ti0.05Mn0.95O3,,100.0,True,True
Ba0.3Nd0.7Ti0.15Mn0.85O3,,50.0,True,True
Ba0.3Nd0.7Ti0.25Mn0.75O3,,42.0,True,True
Ba0.3Pr0.7Mn1O3,,164.0,True,True
Ba0.42Sr0.5Pr0.08Fe11.2Ni0.8O19,,580.0,True,True
Ba0.44La0.56Mn1O3,,345.0,True,True
Ba0.44Sr0.5Pr0.06Fe11.4Ni0.6O19,,595.0,True,True
Ba0.45La0.55Mn1O3,,350.0,True,True
Ba0.45Nd0.55Mn1O3,,120.0,True,True
Ba0.46Sr0.5Pr0.04Fe11.6Ni0.4O19,,620.0,True,True
Ba0.48Sr0.5Pr0.02Fe11.8Ni0.2O19,,652.0,True,True
Ba0.4Ca0.03La0.57Co1O3,,181.0,True,False
Ba0.4Ca0.04La0.56Co1O3,,194.0,True,True
Ba0.4Ca0.05La0.55Co1O3,,189.0,True,True
Ba0.4Ca0.075La0.525Co1O3,,170.0,True,True
Ba0.4Ca0.15La0.45Co1O3,,188.0,True,True
Ba0.4Ca0.1La0.5Co1O3,,176.0,True,True
Ba0.4Ca1.2La1.4Mn2O7,,163.0,True,True
Ba0.4La0.6Co1O3,,213.5,True,True
Ba0.4La0.6Mn1O3,,322.5,True,True
Ba0.4Pr0.6Co1O2.94,,155.0,True,True
Ba0.4Sr0.5Pr0.1Fe11Ni1O19,,558.0,True,True
Ba0.4Sr1.4Gd0.2Fe1Mo1O6,,357.0,True,True
Ba0.5Gd0.5Co1O2.9,,280.0,True,True
Ba0.5La0.5Co0.9Cu0.1O3,,142.0,True,True
Ba0.5La0.5Co0.9Ni0.1O3,,152.0,True,True
Ba0.5La0.5Co1O2.95,,190.0,True,True
Ba0.5La0.5Co1O3,,185.0,True,True
Ba0.5La0.5Cr0.1Co0.9O3,,205.0,True,True
Ba0.5La0.5Mn1O3,270.0,284.0,True,True
Ba0.5La0.5Ti0.1Co0.9O3,,154.0,True,True
Ba0.5La0.5Zn0.1Co0.9O3,,145.0,True,True
Ba0.5Nd0.5Co1O2.94,,130.0,True,True
Ba0.5Nd0.5Co1O3,,144.0,True,True
Ba0.5Nd0.5Mn1O3,80.0,,True,True
Ba0.5Pr0.5Mn1O3,,140.0,True,True
Ba0.5Sr0.5Fe12O19,,672.0,False,True
Ba0.5Sr0.5Pr1Co2O5.243,,210.1,True,True
Ba0.5Sr1.5V1Fe1O6,,722.0,False,True
Ba0.63La0.37Mn1O3,,340.0,True,True
Ba0.6Ca1La1.4Mn2O7,,185.0,True,True
Ba0.6Sr2.4Fe24Co2O41,,669.0,False,True
Ba0.7Ca0.3Pr1Mn2O6,,105.0,True,True
Ba0.8Ca0.2Pr1Mn2O6,,155.4,True,True
Ba0.93Ti1Fe0.07O3,,506.0,False,True
Ba0.95Ca0.05Y1Co2O5.5,,287.0,True,True
Ba0.96Sr0.64La1.4Mn2O7,140.5,94.0,True,True
Ba0.99Nd0.118Fe11.86Co0.041O19,,725.15,True,True
Ba0.9Ca0.1Y1Co2O5.5,,287.0,True,True
Ba1.25Pr0.75Fe1Mo1O6,,410.0,True,True
Ba1.5Pr0.5Fe1Mo1O6,,390.0,True,True
Ba1.5Sr0.5V1Fe1O6,,730.0,False,True
Ba1.6Sr0.4Fe1Mo1O6,,338.5,False,True
Ba1.6Sr0.4La0.1Fe1Mo1O6,,354.0,True,True
Ba1.6Sr0.4La0.2Fe1Mo1O6,,367.0,True,True
Ba1.6Sr0.4La0.3Fe1Mo1O6,,378.0,True,True
Ba1.6Sr0.4La0.4Fe1Mo1O6,,390.0,True,True
Ba1.6Sr0.6Fe1Mo1O6,,351.0,False,True
Ba1.6Sr0.8Fe1Mo1O6,,360.0,False,True
Ba1.6Sr1Fe1Mo1O6,,367.0,False,True
Ba1.7Pr0.3Fe1Mo1O6,,360.0,True,True
Ba1.8La0.2Fe1Mo1O6,334.0,334.0,True,True
Ba1.8Pr0.2Fe1Mo1O6,,355.0,True,True
Ba1.9La0.1Fe1Mo1O6,,332.0,True,True
Ba1.9Pr0.1Fe1Mo1O6,,335.0,True,True
Ba14MnSb11,,20.0,False,True
Ba1Al0.1Fe11.9O19,,705.0,False,True
Ba1Al0.3Fe11.7O19,,700.0,False,True
Ba1Al0.5Fe11.5O19,,683.0,False,True
Ba1Al0.6Fe11.4O19,,690.0,False,True
Ba1Al0.9Fe11.1O19,,680.0,False,True
Ba1Al1.2Fe10.8O19,,670.0,False,True
Ba1Al1.5Fe10.5O19,,624.0,False,True
Ba1Ca1Al0.02Co3.98O7,52.0,,False,True
Ba1Ca1Al0.05Co3.95O7,32.0,,False,True
Ba1Ca1Al0.2Co3.8O7,,30.0,False,True
Ba1Ca1Al0.4Co3.6O7,,30.0,False,True
Ba1Ca1Co3.92Ni0.08O7,,42.0,False,True
Ba1Ca1Co3.96Ni0.04O7,,57.0,False,True
Ba1Ca1Co4O7.5,,60.0,False,True
Ba1Ca1Cr0.04Co3.96O7,,59.0,False,True
Ba1Ca1Fe0.04Co3.96O7,42.0,,False,True
Ba1Ca1Ga0.05Co3.95O7,40.0,,False,True
Ba1Ca1Mn0.04Co3.96O7,,58.0,False,True
Ba1Ca1Mn0.08Co3.92O7,,57.0,False,True
Ba1Ca1Zn0.04Co3.96O7,40.0,,False,True
Ba1Dy1Co2O5.51,,300.0,True,True
Ba1Eu1Co2O5.41,,264.0,True,True
Ba1Eu1Co2O5.47,,267.0,True,True
Ba1Eu1Co2O5.49,,260.0,True,True
Ba1Eu1Co2O5.58,,267.0,True,True
Ba1Eu1Co2O5.654,300.0,,True,True
Ba1Eu1Co2O5.67,,256.0,True,True
Ba1Fe0.004Ir0.99657O3,,180.0,False,False
Ba1Fe0.04Sn0.95W0.01O3,,310.0,False,True
Ba1Fe0.04Sn0.96O3,,462.0,False,True
Ba1Ga0.1Fe11.9O19,,660.0,False,True
Ba1Gd1Co2O5.45,,285.0,True,True
Ba1Gd1Co2O5.5,,280.0,True,True
Ba1Ho1Co2O5.5,,300.0,True,True
Ba1In0.1Fe11.9O19,,695.0,False,True
Ba1In0.3Fe11.7O19,,687.5,False,True
Ba1In0.6Fe11.4O19,,670.0,False,True
Ba1In0.9Fe11.1O19,,650.0,False,True
Ba1In1.2Fe10.8O19,,550.0,False,True
Ba1In1.5Fe10.5O19,,410.0,False,True
Ba1In1.8Fe14.2Co2O27,,571.0,False,True
Ba1La1Co2O5.5,326.0,,True,True
Ba1Mg0.1Zn0.9Fe16Co1O27,,722.0,False,True
Ba1Mg0.2Zn0.8Fe16Co1O27,,737.0,False,True
Ba1Mg0.3Zn0.7Fe16Co1O27,,753.0,False,True
Ba1Mg0.4Zn0.6Fe16Co1O27,,765.0,False,True
Ba1Mg0.5Zn0.5Fe16Co1O27,,800.0,False,True
Ba1Mg0.6Zn0.4Fe16Co1O27,,783.0,False,True
Ba1Nb0.5Co0.5O3,45.0,,False,True
Ba1Pr1Co2O5.85,,150.0,True,True
Ba1Pr1Co2O5.9,,150.0,True,True
Ba1Sc0.1Fe11.9O19,,708.0,True,True
Ba1Sc0.6Fe11.4O19,,638.0,True,True
Ba1Sc1.8Fe10.2O19,,430.0,True,True
Ba1Sm1Co2O5.5,,267.0,True,True
Ba1Sm1Co2O5.52,,255.0,True,True
Ba1Tb0.9Dy0.1Co2O5.5,,284.0,True,True
Ba1Tb1Co2O5.53,,280.0,True,True
Ba1Ti0.5Fe11Co0.5O19,,657.0,False,True
Ba1Ti0.7Fe0.3O3,,462.0,False,True
Ba1Ti0.8Fe10.4Co0.8O19,,624.15,False,True
Ba1Ti0.93Fe0.07O3,600.0,565.0,False,True
Ba1Ti0.94Cr0.06O3,,413.0,False,True
Ba1Ti0.96Cr0.04O3,,405.0,False,True
Ba1Ti0.98Cr0.02O3,,404.0,False,True
Ba1Ti0.9Fe0.1O3,,130.0,False,True
Ba1Ti1.25Fe9.5Co1.25O19,,491.0,False,True
Ba1Ti1.5Fe9Co1.5O19,,479.0,False,True
Ba1Ti2.5Fe7Co2.5O19,,219.0,False,True
Ba1Y1Co2O5.37,,293.0,True,True
Ba1Y1Co2O5.4,,259.0,True,True
Ba1Y1Co2O5.5,300.0,291.5,True,True
"Ba2(Fe,Re)2O6",,385.0,False,False
"Ba2(Fe,Re0.5W0.5)2O6",,300.0,False,False
"Ba2(Fe,Re0.8W0.2)2O6",,338.0,False,False
"Ba2(Fe,W0.5Mo0.5)2O6",,270.0,False,False
Ba2.6Sr0.4Fe24Co2O41,,683.0,False,True
Ba20Fe20O59,,190.0,False,True
Ba21Sr29Fe25(MoO6)25,,399.0,False,False
Ba2Cr1Mo0.5W0.5O6,,285.0,False,True
Ba2Cr1Mo0.8W0.2O6,,308.0,False,True
Ba2CrMoO6,335.0,335.0,False,True
Ba2CrWO6,145.0,,False,True
Ba2Er2CuPtO8,,25.0,True,True
Ba2Fe1.1Mo0.9O6,,346.5,False,True
Ba2Fe1.2Mo0.8O6,,340.0,False,True
Ba2Fe1.3Mo0.7O6,,340.0,False,True
Ba2Fe18CoO30,,569.8333333333335,False,True
Ba2Fe18CuO30,,709.075,False,True
Ba2Fe18NiO30,,576.775,False,True
Ba2Fe19O30,,730.0,False,True
Ba2Fe1Re0.5Mo0.5O6,,370.0,False,False
Ba2FeMoO6,365.0,330.0,False,True
Ba2FeReO6,315.0,320.0,False,False
Ba2Mg(Fe3O5)6,,700.0,False,False
Ba2Mn(Fe3O5)6,,688.0,False,False
Ba2MnReO6,,115.0,False,False
Ba2NaOsO6,,6.8,False,True
Ba2Ni3Fe14O14.7(OH)22.61·6.6H2O,,765.65,False,False
Ba2NiOsO6,100.0,108.0,False,True
Ba2TaCoO6,747.0,,False,True
Ba2VFeO6,,716.0,False,True
Ba2Y1Fe0.39Cu2.61O7.14,,9.0,True,True
Ba2Y1Fe0.3Cu2.7O7.01,,31.0,True,True
Ba2Zn(Fe3O5)6,,538.5,False,False
Ba2ZnFe22IrO38,,563.0,False,True
Ba3Fe24Co2O41,682.5,683.0,False,True
Ba3Fe24Ni2O41,,691.05,False,True
Ba3Fe2WO9,330.0,,False,True
Ba3FeSe5,14.0,,False,True
Ba3La17Mn20O60,,230.0,True,True
Ba3Sr7Fe5(MoO6)5,,410.0,False,False
Ba3Sr7Zn10(FeO)60,,323.0,False,False
Ba3Ti0.15Fe23.85Co2O41,,687.15,False,True
Ba3Ti0.3Fe23.7Co2O41,,681.15,False,True
Ba3Ti0.45Fe23.55Co2O41,,673.15,False,True
Ba3Ti0.6Fe23.4Co2O41,,645.15,False,True
Ba3U2FeO9,,123.0,False,True
Ba3VSe5,3.5,,False,True
Ba3Zn0.2Fe24Co1.8O41,,681.15,False,True
Ba3Zn0.4Fe24Co1.6O41,,679.15,False,True
Ba3Zn0.6Fe24Co1.4O41,,677.15,False,True
Ba3Zn0.8Fe24Co1.2O41,,675.15,False,True
Ba3Zn2Fe24O41,,633.0,False,True
Ba3ZnFe24CoO41,,658.15,False,True
Ba4.4Fe37.6Cu2O62.8,,693.15,False,True
Ba4Al5Zn4Fe19O44,,370.0,False,True
Ba4SrZn5(FeO)30,,358.0,False,False
Ba5Fe2-x2+Fe12+2x3+Ti3-xO31,,633.0,False,False
Ba5Mg2Ti3Fe12O31,,391.0,False,True
Ba5Sc6Fe54O95,,500.0,True,True
Ba5Sc9Fe51O95,,600.0,True,True
Ba5Ti3Zn2Fe12O31,,310.0,False,True
Ba71Sr29Fe50(MoO6)50,,372.0,False,False
BaAl2Fe10O19,,618.0,False,True
BaAl4Fe8O19,,514.0,False,True
BaAl6Fe6O19,,492.575,False,True
BaAl8Fe4O19,,314.0,False,True
BaAlFe11O19,,662.075,False,True
BaC,428.0,,False,True
BaCaCo4O7,60.0,65.0,False,True
BaCaFe4O7,,270.0,False,True
BaCo0.90Mn0.10O3-δ,,42.0,False,False
BaCo1−xZnxFe6O11,,595.0,False,False
BaCo3(P2O7)2,,8.0,False,False
BaCoO3,,53.0,False,True
BaCoZn1-xMgxFe16O27,,790.0,False,False
BaCrFe11O19,,752.15,False,True
BaCrNiAs2,,64.0,False,True
BaCrO3,,192.0,False,True
BaDy2ZnO5,,2.0,True,True
BaFe11BiO19,,751.15,False,True
BaFe12O19,723.0,724.075,False,True
BaFe12O19/Ni0.5Zn0.5Fe2O4 (70/30 wt ratio),,746.15,False,False
BaFe12O19F2,,710.0,False,True
BaFe14CoO23,,740.0,False,True
BaFe14NiO23,,755.15,False,True
BaFe16Co2O27,,753.0,False,True
BaFe16Ni2O27,,793.0,False,True
BaFe2(PO4)2,65.5,65.5,False,False
BaFe6CoO11,608.15,613.0,False,True
BaFe6NiO11,,663.0,False,True
BaFeO3,250.0,180.0,False,True
BaHo2ZnO5,,2.0,True,True
BaIrO3,,175.0,False,True
BaLa(CoO3)2,,187.5,True,False
BaLa2CuO5,5.0,5.1,True,True
BaLa2FeNiSbO9,,350.0,True,True
BaLaMn2O6,335.0,330.0,True,True
BaLaMnMoO6,145.0,,True,True
BaLaNbCoO6,10.0,,True,True
BaLaPrCuO5,,12.0,True,True
BaMgFe6O11,,427.25,False,True
BaMnFe11O19,,697.15,False,True
BaN,1000.0,,False,True
BaNdMn2O6,,108.0,True,True
BaNi3Fe18O15.9(OH)30.2·11.5H2O,,790.65,False,False
BaPr(CoO3)2,210.0,,True,False
BaPr2CuO5,,15.0,True,True
BaPrMn2O6,,305.0,True,True
BaRuO3,60.0,60.0,False,False
BaSr3Fe2(MoO6)2,,413.0,False,False
BaSr4Zn5(FeO)30,,400.0,False,False
BaSrFeMoO6,,365.0,False,True
BaSrVFeO6,,713.0,False,True
BaSrZn2(FeO)12,,333.0,False,False
BaTi0.98Fe0.02O3-δ,,680.0,False,False
BaTi2Fe8Co2O19,,404.0,False,True
BaTiFe10CoO19,,579.0,False,True
BaTiO3-NiZnFe2O4,,775.0,False,False
BaTiO3:N,,300.0,False,False
BaVO3,,77.0,False,True
BaVSe3,,42.1,False,True
BaVSe3:BaSe3,,40.8,False,False
BaZnFe10SnO19,,503.15,False,True
BaZnFe14O23,,705.0,False,True
BaZnFe17O27,,703.0,False,True
BaZnFe6O11,,403.0,False,True
Be,,0.0,False,True
Be0.73Cr0.27Te1,,250.0,False,True
Be0.83Cr0.17Te1,,170.0,False,True
Be0.87Cr0.13Te1,,170.0,False,True
Be12Cr,,50.0,False,True
Be2Fe,,880.0,False,True
Be2Fe0.43Os0.57,,350.0,False,False
Be2Fe0.48Ru0.52,,340.0,False,False
Be2Fe0.5Co0.5,,590.0,False,True
Be5Fe,,174.0,False,True
BeFe4P,870.0,,False,True
BeFeCo2,1204.0,,False,True
BeGaBr3N,32.46,,False,True
BeGaNCl3,35.27,,False,True
BeGaNF3,38.37,,False,True
Bi,,0.0,False,True
Bi1.6Pb0.4Sr2Co2Oy,,4.5,False,True
Bi2O3-ZnO-Fe2O3,,450.0,False,False
Bi2Sr2Co2Oy,,2.5,False,True
Bi2Te3,11.0,,False,True
Bi3Mn3O11 (δ=0.6),307.0,,False,False
BiFeO3/La0.67Sr0.33MnO3,,351.0,True,False
Bk,,0.0,False,True
BkN,,87.0,False,True
Br,,0.0,False,True
C,,0.0,False,True
C-adsorbed SiC,441.0,,False,False
C-doped ZnO,,773.15,False,False
C-doped ZnS,,300.0,False,False
C0.004%Au,,210.0,False,False
C0.117%Co,,350.0,False,False
C13Cl12,,470.0,False,True
C8S2N3F4,,36.0,False,True
Ca,,0.0,False,True
Ca(BC)2,770.0,,False,False
Ca(FeGe)2,,44.0,False,False
Ca(FeSb3)4,,0.35,False,False
Ca(MnSb)2,,220.0,False,False
Ca0.02La0.98Mn0.9Cu0.1O3,,168.63,True,True
Ca0.05La0.7Mn1Pb0.25O3,,342.0,True,True
Ca0.05La0.88Y0.07Mn1O3,,225.0,True,True
Ca0.05La0.95Mn0.9Cu0.1O3,,164.13,True,True
Ca0.05Y2.95Fe5O12,,550.0,True,True
Ca0.08Nd0.92Mn1O3,,195.0,True,True
Ca0.12La0.78Mn1Pb0.1O3,,242.0,True,True
Ca0.12La0.88Mn1O3,,150.0,True,True
Ca0.12Nd0.88Mn1O2.98,,82.0,True,True
Ca0.12Nd0.88Mn1O2.99,,87.0,True,True
Ca0.12Nd0.88Mn1O3,,107.0,True,True
Ca0.13La0.67Mg0.2Mn1O3,,101.0,True,True
Ca0.153La0.7Ce0.147Mn1O2.99,,180.0,True,True
Ca0.15La0.65Mn1Ag0.2O3,,278.0,True,True
Ca0.15La0.7Mn1Pb0.15O3,,321.0,True,True
Ca0.15La0.85Mn0.95Fe0.05O3,,170.0,True,True
Ca0.15La0.85Mn1O3,,240.0,True,True
Ca0.15Nd0.85Mn1O3,,111.7,True,True
Ca0.15Sc0.85Co2,,206.0,True,True
Ca0.15Y2.85Fe5O12,,550.0,True,True
Ca0.17La0.78Mn1Pb0.05O3,,225.0,True,True
Ca0.18La0.82Mn1O3,,165.0,True,True
Ca0.1Gd0.9Mn1O3,,82.0,True,True
Ca0.1Ho0.9Mn0.9Co0.1O3,,125.0,True,True
Ca0.1La0.5Mn1Ag0.4O3,,254.0,True,True
Ca0.1La0.7Mn0.85Al0.075Sn0.075Pb0.2O3,,290.0,True,True
Ca0.1La0.7Mn0.95Al0.025Sn0.025Pb0.2O3,,300.0,True,True
Ca0.1La0.7Mn0.9Al0.05Sn0.05Pb0.2O3,,295.0,True,True
Ca0.1La0.7Mn1Ag0.2O3,,296.0,True,True
Ca0.1La0.7Mn1Cd0.2O3,,105.0,True,True
Ca0.1La0.7Mn1Pb0.2O3,,331.0,True,True
Ca0.1La0.7Mn1Pb0.33O3,310.0,,True,True
Ca0.1La0.825Y0.075Mn0.1Zn0.9As1O1,,17.0,True,True
Ca0.1La0.85Y0.05Mn0.1Zn0.9As1O1,,15.0,True,True
Ca0.1La0.875Y0.025Mn0.1Zn0.9As1O1,,14.0,True,True
Ca0.1La0.8Mn1O3,179.0,,True,True
Ca0.1La0.9Mn0.1Zn0.9Sb0.05As0.95O1,,12.0,True,True
Ca0.1La0.9Mn0.1Zn0.9Sb0.15As0.85O1,,10.0,True,True
Ca0.1La0.9Mn0.1Zn0.9Sb0.1As0.9O1,,11.0,True,True
Ca0.1La0.9Mn0.1Zn0.9Sb0.2As0.8O1,,7.5,True,True
Ca0.1La0.9Mn0.9Cu0.1O3,,152.73,True,True
Ca0.1La0.9Mn1O2.986,,150.0,True,True
Ca0.1La0.9Mn1O3,,148.5,True,True
Ca0.1La0.9Mn1O3.054,,202.0,True,True
Ca0.1La0.9Mn2Ge2,,315.0,True,True
Ca0.1Lu0.9Mn1O3,,110.0,True,True
Ca0.1Nd0.85Mn1O2.94,,90.0,True,True
Ca0.1Nd0.8Mn1O2.89,,115.0,True,True
Ca0.1Nd0.9V1O3,,115.0,True,True
Ca0.1Pr0.9Mn1O3,100.0,,True,True
Ca0.1Y0.9Ti1O3,,14.0,True,True
Ca0.1Y2.9Fe4.9Sn0.1O12,,531.0,True,True
Ca0.1Y2.9Fe5O12,,550.0,True,True
Ca0.21La0.7Mn1Ag0.09O3,,263.0,True,True
Ca0.225La0.7Mn1Pb0.075O3,,285.0,True,True
Ca0.227La0.227Mn1O3,,265.0,True,True
Ca0.22La0.78Mn1O3,,202.0,True,True
Ca0.238La0.762Mn0.924O3,,142.0,True,True
Ca0.23La0.66Mn1.1O3,,278.0,True,True
Ca0.23La0.67Mg0.1Mn1O3,,109.0,True,True
Ca0.23La0.77Mn1O3,220.0,,True,True
Ca0.241La0.241Mn1O3,,262.0,True,True
Ca0.246La0.246Mn1O3,,262.0,True,True
Ca0.25La0.75Mn1O3,,232.0,True,True
Ca0.25La0.7Mn1Pb0.05O3,,271.5,True,True
Ca0.25La1.75Mn1Co1O6,,182.0,True,True
Ca0.25Pr0.75Mn1O3,118.0,124.0,True,True
Ca0.275La0.725Mn1O3,,268.0,True,True
Ca0.275La0.7Mn1Pb0.025O3,,263.0,True,True
Ca0.277La0.723Mn0.963O3,,259.0,True,True
Ca0.27La0.6Pr0.13Mn1O3,,225.0,True,True
Ca0.27Pr0.73Mn1O3,127.0,,True,True
Ca0.28La0.66Mn1.05O3,,266.0,True,True
Ca0.28La0.67Mg0.05Mn1O3,,201.0,True,True
Ca0.28La0.72Mn1O3,,235.0,True,True
Ca0.29La0.36Pr0.36Mn0.92O3,,122.0,True,True
Ca0.29La0.71Mn1O3,,240.0,True,True
Ca0.29Pr0.71Mn1O3,114.0,120.0,True,True
