,composition,material_id,Ms (ampere/meter)_s,has_rare_earth,Ms (ampere/meter)_e_re_augmented,exp-minus-sim
16058,La2Ti2O5,730,210825.22079814336,True,192827.657486365,-17997.56331177836
16059,La2Ti3CoO10,736,140426.77987507894,True,175550.2943852548,35123.51451017585
16060,La2Ti3NiO10,142,93300.12288645792,True,89661.26205331332,-3638.860833144601
16061,La2Ti3VO10,530,130752.56983929282,True,123371.00218417888,-7381.567655113933
16062,La2TiAs,238,286587.5674734064,True,629333.9324452113,342746.36497180496
16063,La2TiAu,140,237177.8192416494,True,451941.67399435607,214763.85475270665
16064,La2TiBi,181,248088.6220140438,True,244350.48336471536,-3738.138649328437
16065,La2TiCoO6,951,151029.10224807757,True,341281.3518967778,190252.24964870024
16066,La2TiCuO6,316,73634.85036540082,True,67742.16372918249,-5892.6866362183355
16067,La2TiGa,324,211633.01150250327,True,209492.37646545423,-2140.63503704904
16068,La2TiGe,39,266608.6914794407,True,266371.24895353796,-237.442525902763
16069,La2TiIn,166,201952.0276093046,True,227496.57924273136,25544.551633426745
16070,La2TiIr,485,253483.1776454509,True,254800.952672918,1317.7750274671125
16071,La2TiNiO6,28,152722.2082737145,True,149092.27535624692,-3629.9329174675804
16072,La2TiPb,23,248684.0738773462,True,216059.96508280627,-32624.108794539934
16073,La2TiPd,995,257349.1272093123,True,267103.5599886868,9754.432779374503
16074,La2TiPt,240,271826.17307406774,True,310234.18287179567,38408.00979772792
16075,La2TiRh,14,256036.95632153345,True,347055.38845923904,91018.43213770559
16076,La2TiSb,392,240042.7175543432,True,240036.63655357217,-6.081000771024264
16077,La2TiSi,142,266461.68626080145,True,261791.28900515067,-4670.39725565078
16078,La2TiSn,293,250117.17595359427,True,207390.07212251477,-42727.1038310795
16079,La2TiTe,434,204060.03947656383,True,266866.1499942683,62806.11051770448
16080,La2TlAg,186,61155.32370728531,True,63096.55861911885,1941.2349118335405
16081,La2TlCo,52,92050.31760169938,True,117629.18314328115,25578.865541581763
16082,La2TlHg,67,74583.13324079609,True,87097.59097387832,12514.457733082236
16083,La2U2O5,175,283507.319889787,True,54091.89207435885,-229415.42781542815
16084,La2U3O11,936,89160.2674537575,True,91227.38703260629,2067.1195788487967
16085,La2UAs3,932,145514.1541502452,True,144937.8688595289,-576.2852907162742
16086,La2USe4,640,203260.04455235603,True,206531.75895476007,3271.7144024040317
16087,La2UTe4,745,165979.63036252462,True,165894.22101626146,-85.4093462631572
16088,La2UTe5,859,79452.50251567876,True,221114.9360193294,141662.43350365065
16089,La2V2O5,201,390870.8187462698,True,386269.7059165129,-4601.112829756923
16090,La2VAs,526,336674.5866004488,True,315252.2159327398,-21422.370667709038
16091,La2VAu,175,268563.5994423712,True,334793.8053798904,66230.20593751915
16092,La2VBi,708,288005.46338325844,True,283844.5311821583,-4160.932201100164
16093,La2VGa,640,288949.91091385536,True,292648.2549841018,3698.344070246443
16094,La2VGe,953,307193.6746254025,True,274616.6911850064,-32576.983440396085
16095,La2VIr,165,346838.9696816746,True,346918.9265905565,79.9569088818971
16096,La2VPd,805,321543.3098595923,True,314605.1915536647,-6938.118305927608
16097,La2VPt,910,325971.62024264026,True,322226.48400414974,-3745.1362384905224
16098,La2VSb,466,295437.0921249651,True,290372.11242236634,-5064.979702598765
16099,La2VSn,236,276736.9449983895,True,262946.1668107752,-13790.778187614342
16100,La2VTe,240,255759.17479567192,True,248964.0869886349,-6795.087807037024
16101,La2VZnO6,808,74691.12731035038,True,73598.23542137405,-1092.89188897633
16102,La2W2O5,50,55037.9723477372,True,103411.01999110982,48373.047643372614
16103,La2YTe,790,68128.44618741173,True,66967.76485397208,-1160.681333439643
16104,La2YTl,707,74236.62883769724,True,65657.38328059271,-8579.245557104528
16105,La2ZnCrO6,49,150615.04691831215,True,148702.5493373795,-1912.497580932657
16106,La2ZnFeO6,215,299370.762823276,True,293687.07939142286,-5683.683431853133
16107,La2ZnMoO6,982,140041.0374732744,True,117165.41780104314,-22875.61967223126
16108,La2ZnWO6,962,139128.53547947877,True,133671.7003561685,-5456.835123310273
16109,La2Zr2O5,175,64326.87230337564,True,56828.772346975486,-7498.099956400154
16110,La2ZrAs,725,167587.41134844086,True,258605.84348614648,91018.43213770562
16111,La2ZrAu,169,129425.51148573097,True,126797.11200475713,-2628.399480973836
16112,La2ZrBi,691,163586.51454543695,True,154785.96163432847,-8800.552911108476
16113,La2ZrGa,731,161498.43647868637,True,411373.7492080204,249875.31272933402
16114,La2ZrGe,274,186678.04499798449,True,186293.95835199184,-384.0866459926474
16115,La2ZrIn,567,161872.9245829619,True,135541.24244036726,-26331.682142594625
16116,La2ZrNiO6,578,139535.42952878,True,141635.80273732764,2100.3732085476513
16117,La2ZrPb,886,202568.69813531195,True,193460.86217696924,-9107.835958342708
16118,La2ZrPd,123,180178.79310755347,True,150707.56978849144,-29471.22331906203
16119,La2ZrPt,440,211775.34907383943,True,183692.99765118753,-28082.351422651904
16120,La2ZrSb,471,171872.60015485834,True,170698.06753435725,-1174.5326205010933
16121,La2ZrSn,270,198680.63174095444,True,210261.71398803763,11581.082247083192
16122,La2ZrTe,67,175164.70279556667,True,178518.69293490754,3353.9901393408654
16123,La3Al(FeO3)4,127,765441.6075304052,True,752910.2089304647,-12531.398599940469
16124,La3Cd(FeO3)4,163,720261.4223731383,True,681303.5920738005,-38957.830299337744
16125,La3CoSiS7,309,69996.15522671079,True,81574.85376044184,11578.698533731047
16126,La3CoW(SO2)3,855,82431.41258675064,True,215122.95781045294,132691.5452237023
16127,La3CrS6,358,122738.56697312044,True,178197.7634516852,55459.19647856476
16128,La3Eu,820,453605.868839664,True,430668.64901383384,-22937.219825830136
16129,La3Fe4AgO12,508,684880.0508480384,True,834741.8588411893,149861.8079931509
16130,La3Fe5O12,21,864520.7598861564,True,832619.0836401415,-31901.67624601489
16131,La3FeSiS7,352,104871.17259936788,True,105171.23815453092,300.0655551630334
16132,La3FeW(SO2)3,340,217386.9905878473,True,214792.43575671787,-2594.5548311294406
16133,La3GaFeS7,791,136154.95528148062,True,346792.45192341774,210637.49664193712
16134,La3Gd(BrO)4,414,250738.39294954107,True,258357.06427691606,7618.671327374992
16135,La3Gd(ClO)4,268,278432.31780373096,True,212186.87642302952,-66245.44138070144
16136,La3InGe,46,51358.27259015959,True,54060.70309097102,2702.4305008114316
16137,La3Mg2CrS8,2,76721.66185751907,True,50700.01603888965,-26021.64581862942
16138,La3Mg2MnS8,584,102095.36753320265,True,70531.88766475978,-31563.479868442868
16139,La3Mg2MoS8,927,76251.00966001861,True,70433.71730135224,-5817.292358666367
16140,La3Mg2VS8,874,51193.923527546,True,218268.3059743468,167074.3824468008
16141,La3Mg2WS8,903,76539.95990589741,True,130660.44890583819,54120.488999940775
16142,La3MgTi4O12,551,100294.48170344968,True,92473.36774629983,-7821.11395714985
16143,La3Mn3O10,669,471702.5475682247,True,610306.0201439547,138603.47257572995
16144,La3Mn4AgO12,395,539720.888956396,True,536276.087657383,-3444.801299013081
16145,La3Mn8BiO20,244,654146.6655390467,True,650512.9806453185,-3633.684893728234
16146,La3MnO7,398,123809.6677475205,True,130150.15467230127,6340.486924780766
16147,La3NdCr4O12,990,454897.4400045988,True,377432.9248355303,-77464.51516906853
16148,La3NdMn4O12,286,588681.7683604896,True,548063.484521999,-40618.283838490606
16149,La3Pr(CoP)8,560,81088.03443478998,True,214390.78670963785,133302.75227484788
16150,La3PrMn4O12,290,591273.2342455183,True,580502.321355132,-10770.912890386302
16151,La3Si(Mo2O7)2,907,273540.2846363325,True,212353.97106069332,-61186.31357563916
16152,La3Sm(FeO3)4,312,744239.5009798612,True,762756.7366231049,18517.23564324365
16153,La3SmCr2(FeO6)2,403,610111.4319306363,True,588996.1881885985,-21115.243742037797
16154,La3SmCr4O12,272,457437.4118750833,True,451271.64272947924,-6165.769145604048
16155,La3SmV2Cr2O10,757,523262.7689020504,True,495180.4174793985,-28082.351422651904
16156,La3SmV2Cr2O12,807,381639.6399207783,True,438392.5304454898,56752.89052471152
16157,La3SmV3CrO12,375,340347.69971528056,True,585916.4687303257,245568.76901504514
16158,La3TaCo2O9,554,283592.8128332919,True,287361.006919921,3768.1940866291407
16159,La3UAl8,319,99446.99606019756,True,95287.7106240768,-4159.285436120757
16160,La3Y(MnSi)4,953,279822.0556359452,True,314648.6287766905,34826.57314074534
16161,La3YFe4(AsO)4,678,466814.9638372481,True,434640.463492116,-32174.50034513208
16162,La4Co2Sn5,392,52681.19935314684,True,102375.40717515515,49694.20782200831
16163,La4Co4O11,510,395499.6957382744,True,343921.89034801675,-51577.80539025762
16164,La4CoO8,293,51212.31623227424,True,99201.17969106151,47988.863458787266
16165,La4CoS7,703,62122.009128156205,True,64063.244039989746,1941.2349118335405
16166,La4CuO8,516,50887.379062236185,True,71409.78780285142,20522.40874061524
16167,La4Fe(CoO4)3,582,427959.6910873492,True,396640.7977081753,-31318.893379173882
16168,La4Fe(NiO4)3,948,313735.3537638077,True,311671.84776666306,-2063.505997144617
16169,La4Fe(NiO5)2,795,343386.2871413912,True,344946.8122523392,1560.525110948016
16170,La4Fe3NiO12,47,596883.32465728,True,842207.3823565593,245324.05769927928
16171,La4FeS7,964,123036.1159979184,True,118025.37257650046,-5010.7434214179375
16172,La4GdSc15(BO3)20,371,57053.36219218348,True,94781.72099059328,37728.358798409805
16173,La4MgCoO8,632,135090.13766418732,True,137157.25724303612,2067.1195788487967
16174,La4MgCr2O12,324,65255.87032100571,True,321577.7755897298,256321.90526872408
16175,La4MgFeO8,934,174155.5915412649,True,86857.59666568291,-87297.994875582
16176,La4MgGa2(FeO6)2,723,254635.02171376665,True,852001.895129256,597366.8734154893
16177,La4MgMnO8,922,188871.23508511996,True,180291.98952801543,-8579.245557104528
16178,La4MgNi3WO12,446,268784.12732862565,True,268542.16353720456,-241.96379142109072
16179,La4MgNiO8,668,88803.32325329662,True,88994.38532310899,191.06206981236755
16180,La4MgTi3O12,479,73043.08323669533,True,90420.79422834876,17377.71099165344
16181,La4MgTi4O10,805,65712.63234333239,True,114728.19594055896,49015.56359722657
16182,La4Mn(NiO4)3,53,274666.0597508091,True,287084.91747770284,12418.857726893737
16183,La4Mn3NiO12,983,488810.3502657979,True,474437.02818168025,-14373.32208411768
16184,La4Mn3Sb8,915,269644.4860210873,True,322804.18899868923,53159.70297760196
16185,La4Mn4O11,644,638850.7810803185,True,593789.6992386896,-45061.08184162888
16186,La4Mn5Co(PbO9)2,359,509073.9812830738,True,532250.6321239229,23176.65084084915
16187,La4MnSe6O,64,156093.3733782757,True,150538.58849665007,-5554.7848816256155
16188,La4Ni3MoO12,222,223587.49693078225,True,293361.762314874,69774.26538409173
16189,La4Ni3WO12,957,222321.9633894064,True,212986.64479856947,-9335.31859083692
16190,La4Ni4O11,231,242273.3774089321,True,233711.97295952475,-8561.40444940736
16191,La4O5,606,94120.36083915744,True,286682.1178060992,192561.75696694176
16192,La4Pr(CoP)10,626,129235.24943912348,True,849344.17848822,720108.9290490965
16193,La4Sm4Co7AgO20,537,379099.6862677695,True,532358.8255148967,153259.13924712717
16194,La4Sm4Co7AgO24,589,85725.69760446013,True,82190.6497069279,-3535.047897532233
16195,La4SmMn5O15,77,609133.154766145,True,636537.6103992633,27404.455633118283
16196,La4SnBi2,327,73510.69083587793,True,123369.30823521552,49858.617399337585
16197,La4TiMn5(PbO9)2,877,477379.7764693258,True,543504.5651459293,66124.78867660352
16198,La4V4O11,982,357538.3017790367,True,416331.0507054149,58792.748926378204
16199,La4V5(Si2O11)2,837,200057.8793961744,True,195515.36480531484,-4542.514590859559
16200,La4ZnCu(RhO6)2,977,110015.27490139578,True,188647.0211531449,78631.74625174911
16201,La5(MoO4)4,197,188720.73750858463,True,187746.89932532323,-973.8381832613959
16202,La5CuGe3,598,50169.29285821864,True,56735.213494049254,6565.920635830611
16203,La5Fe4NiO15,624,627982.9545382162,True,622062.2266714239,-5920.727866792353
16204,La5Mg2Mn3O15,769,306159.29927856807,True,962659.4358612411,656500.1365826731
16205,La5Mn5O18,400,375807.7232587021,True,360268.55546650686,-15539.167792195221
16206,La5Mn6O18,853,545950.7846597567,True,543580.9663190903,-2369.8183406663593
16207,La5Mn7Co(PbO8)3,854,513119.33085732633,True,506709.8116650177,-6409.519192308653
16208,La5MnRe3O16,761,199767.39012789648,True,422259.55544188764,222492.16531399117
16209,La5Pb3Cl,695,64619.3709634769,True,63454.263562432454,-1165.1074010444427
16210,La5Re3NiO16,584,50740.471357037386,True,230386.3329620037,179645.86160496634
16211,La5Sm3Co7CuO24,879,147693.41339544987,True,124168.41170801868,-23525.001687431184
16212,La5Sm3Cr6(FeO10)2,470,584840.0682582892,True,590508.4980251305,5668.429766841233
16213,La5Sm3Cr7FeO20,812,590145.9478599513,True,651517.7787475977,61371.830887646414
16214,La5Sm3Cr7FeO24,130,499657.8114896428,True,501501.0517622572,1843.2402726144064
16215,La5Sm3Cr8O20,78,588641.4056846823,True,581110.8309059931,-7530.574778689188
16216,La5Sm3Cr8O24,191,461729.0308999165,True,459865.69379746343,-1863.3371024530497
16217,La5Sm3Ni7AgO24,724,157299.75188628444,True,155753.3842234477,-1546.3676628367393
16218,La5Sm3V2Cr6O20,382,545178.565939963,True,574244.629224749,29066.06328478607
16219,La5Sm3V2Cr6O24,407,423879.1951807629,True,374166.3892048834,-49712.805975879484
16220,La5Sm3VCr7O20,290,572004.7032101161,True,553340.1775783057,-18664.525631810422
16221,La5Sm3VCr7O24,377,444751.8223160537,True,444440.62269612,-311.1996199336718
16222,La5V3S6O7,275,104722.95916431212,True,106068.02760150396,1345.0684371918323
16223,La6Al4Fe9P,13,361467.83296915697,True,354086.26531404303,-7381.567655113933
16224,La6Al5Fe9,444,395720.8277927249,True,388457.39663593523,-7263.431156789651
16225,La6Co(SiS7)2,153,51442.35519035147,True,52610.20100776878,1167.8458174173138
16226,La6Cr(GeS7)2,863,67840.34498050701,True,62183.33499566597,-5657.009984841039
16227,La6Cr(SiS7)2,945,68061.57515860749,True,69630.59410269726,1569.0189440897666
16228,La6Fe(SiS7)2,100,69482.41063235853,True,68434.57407989739,-1047.8365524611436
16229,La6MgWO12,5,56434.41867540346,True,71393.75045429898,14959.331778895517
16230,La6Mn3O14,605,321497.55040845386,True,317044.6027542,-4452.947654253861
16231,La6Mn5O18,909,435479.91380629584,True,514872.4652737965,79392.55146750069
16232,La6Mn9Al5,392,299125.9653671288,True,286559.03646915813,-12566.928897970647
16233,La6Sm2Co7AgO20,438,376060.0176961784,True,326962.4020879463,-49097.615608232096
16234,La6Sm2Co7AgO24,752,182113.83661363015,True,173238.3893102831,-8875.447303347057
16235,La6Sm2Cr3(FeO4)5,458,571348.3059794706,True,562122.8490080022,-9225.456971468404
16236,La6Sm2Cr3Fe5O24,89,645722.2773853508,True,706964.6560027457,61242.37861739495
16237,La6Sm2Cr5(FeO8)3,61,576873.1922443921,True,588451.9805092359,11578.788264843752
16238,La6Sm2Cr5Fe3O20,486,574494.7986152065,True,508082.1185123195,-66412.68010288698
16239,La6Sm2V3Cr5O24,387,399637.382997736,True,403735.63768983877,4098.254692102782
16240,La6Sm2V5Cr3O20,989,500986.6625122024,True,478576.5252297873,-22410.13728241512
16241,La6Sm2V5Cr3O24,713,357870.0606060225,True,344609.38656819105,-13260.674037831428
16242,La7(BrO6)3,435,226207.48059331617,True,387772.5509199612,161565.07032664501
16243,La7(FeO8)2,13,124936.24514795528,True,109142.4760031351,-15793.76914482018
16244,La7Mn8O23,328,588719.683366732,True,586564.6287746168,-2155.0545921152225
16245,La7Mn8O24,115,562967.0451248254,True,583319.1585027259,20352.113377900445
16246,La7Sm(FeO3)8,549,751699.8045322411,True,752267.6607674556,567.8562352145091
16247,La7SmCo6(AgO10)2,922,296115.35457449965,True,297231.7893568566,1116.434782356955
16248,La7SmCo6(AgO12)2,312,200022.81024515443,True,201866.05051776883,1843.2402726144064
16249,La7SmCr2(Fe3O10)2,995,572788.6431149672,True,572285.2261793334,-503.41693563375156
16250,La7SmCr2(FeO4)6,71,682337.5933566806,True,824000.0268603312,141662.4335036506
16251,La7SmCrFe7O20,471,574529.7985579778,True,381623.3584412754,-192906.44011670235
16252,La7SmCrFe7O24,157,718712.7535814157,True,693021.4895348821,-25691.264046533615
16253,La7SmMn2(Fe3O10)2,624,604625.9181130667,True,872509.2940790203,267883.3759659536
16254,La7SmMn2(FeO4)6,61,647413.0354029916,True,638115.47933712,-9297.556065871613
16255,La7SmMn3(FeO4)5,286,624034.7480021123,True,692232.6431946718,68197.89519255958
16256,La7SmMn3Fe5O24,905,696500.8830826238,True,691215.1081953524,-5285.774887271458
16257,La7SmMn4(FeO5)4,242,636528.3502631667,True,636817.7829195169,289.43265635019634
16258,La7SmMn4(FeO6)4,738,678728.8901756189,True,695797.4873742638,17068.597198644886
16259,La7SmMn5(FeO8)3,641,643173.7737226987,True,584303.2432808401,-58870.53044185857
16260,La7SmMn5Fe3O20,863,651708.3949816617,True,652138.1362202868,429.74123862513807
16261,La7SmMn6(FeO10)2,717,659854.5693682067,True,658364.3827819243,-1490.1865862823324
16262,La7SmMn6(FeO12)2,357,643040.1750412302,True,870115.2153655491,227075.04032431892
16263,La7SmMn7FeO20,426,677302.6182178045,True,692145.2293793632,14842.611161558772
16264,La7SmMn7FeO24,537,610705.0935610735,True,598601.3846884964,-12103.708872577175
16265,La7SmMn8O20,353,686980.0012629863,True,668244.3270721396,-18735.674190846737
16266,La7SmMn8O24,357,607985.9510758877,True,1027437.7172589415,419451.76618305384
16267,La7SmMnFe7O20,35,591299.1770304814,True,679628.2913185363,88329.11428805487
16268,La7SmMnFe7O24,451,736698.2591536284,True,736428.407974109,-269.851179519319
16269,La7SmNi6(AgO12)2,58,129311.65185576926,True,153949.06076342013,24637.408907650868
16270,La7SmTi2V6O24,105,236059.70759685736,True,207603.17979360968,-28456.527803247678
16271,La7SmTi3V5O20,676,270736.62238507293,True,269244.8011792868,-1491.8212057861383
16272,La7SmTi3V5O24,835,205614.0071604157,True,248338.86747037264,42724.860309956945
16273,La7SmTiV7O24,835,279041.7621589224,True,270683.42088629794,-8358.341272624442
16274,La7SmV7CrO20,560,452857.7308638434,True,454323.97519320704,1466.2443293636316
16275,La7SmV7CrO24,987,317691.24657773995,True,583630.7061512409,265939.4595735009
16276,La7SmV8O20,603,422435.3559498863,True,356238.90163527825,-66196.45431460807
16277,La7SmV8O24,783,300523.5335242433,True,365318.1964427385,64794.66291849525
16278,La8Mn7O24,308,478647.06164521375,True,868130.8938356435,389483.8321904298
16279,La8Mn9O27,864,566976.9699513634,True,541497.5383650049,-25479.431586358463
16280,La9Mn10O30,994,568638.0220899731,True,504460.84771990206,-64177.174370071036
16281,La9Ni5O19,915,176370.9797200301,True,165344.645746026,-11026.333974004083
16282,La9Ni6O19,447,203777.00809702743,True,208383.17067704757,4606.162580020144
16283,LaAlCo4,790,422853.7788169781,True,416232.37619004556,-6621.40262693254
16284,LaAsRu,660,234078.04835715072,True,249002.20639405187,14924.15803690115
16285,LaB4Rh7,523,102899.62378403294,True,147435.64973261632,44536.02594858338
16286,LaB5HO10,260,52403.10523314349,True,53664.640192410254,1261.5349592667626
16287,LaBeO3,298,165751.69971646048,True,154140.44054279875,-11611.259173661732
16288,LaC,804,173149.3640100384,True,216363.38995540838,43214.02594536997
16289,LaC2ClO7,648,137832.93498578417,True,123734.07337501485,-14098.861610769323
16290,LaCd(CoO3)2,117,439505.5148907765,True,292217.4550995059,-147288.05979127059
16291,LaCd(FeO3)2,531,735977.8149907454,True,713242.6387693967,-22735.176221348695
16292,LaCd(NiO3)2,756,86584.94006984291,True,119638.80814434771,33053.868074504804
16293,LaCd(RuO3)2,304,203619.22511923165,True,218230.86851825877,14611.643399027118
16294,LaCe,587,134736.47276707922,True,133085.46514994313,-1651.0076171360852
16295,LaCe(CoO3)2,691,330701.73363098066,True,605026.595455864,274324.8618248833
16296,LaCe(FeO3)2,197,780771.5619859999,True,788823.0765589825,8051.51457298256
16297,LaCe(NiO3)2,925,168801.99212131678,True,159044.25556521275,-9757.736556104035
16298,LaCe(O2F)2,519,79386.73989817184,True,78706.42709223989,-680.312805931957
16299,LaCe(SiPd)4,316,56762.92766002393,True,238479.51695131094,181716.589291287
16300,LaCe2Cd,791,98672.70408447635,True,107942.82654212248,9270.122457646125
16301,LaCe2Hg,323,108240.31358371416,True,84926.37582695318,-23313.937756760977
16302,LaCe2Mn3O9,264,711439.2421435084,True,720568.6210352789,9129.378891770495
16303,LaCe2Te,863,71757.89264806754,True,75855.54568322966,4097.653035162119
16304,LaCe3,25,70578.02198785493,True,75915.34863025523,5337.326642400309
16305,LaCeAl2O6,196,84329.24150655165,True,70929.20224846317,-13400.03925808848
16306,LaCeB12,498,75801.05444119079,True,674774.0611824078,598973.006741217
16307,LaCeCr2O6,1,474928.2647404855,True,463729.96068692853,-11198.304053556989
16308,LaCeF6,38,83074.73888002547,True,83572.62298536564,497.8841053401702
16309,LaCeHg2,478,103308.18491120418,True,92536.1756545442,-10772.009256659978
16310,LaCeMn2O6,471,644772.9967824535,True,604806.7130819215,-39966.28370053205
16311,LaCeN2,479,80203.43090916828,True,66147.33280272532,-14056.098106442965
16312,LaCePd,327,65563.59533155357,True,53167.20444313645,-12396.390888417125
16313,LaCePt2,835,52921.2479582252,True,50393.26391589033,-2527.984042334865
16314,LaCeSb,867,207077.25009584049,True,146309.86409508565,-60767.386000754836
16315,LaCeTe,24,216279.91137189465,True,222351.16910503007,6071.257733135426
16316,LaCeTe2,593,64939.27369499191,True,65952.95848678736,1013.684791795451
16317,LaCeTl,717,70830.31252591152,True,86395.22772976031,15564.915203848795
16318,LaCeV2O6,818,309536.4605309688,True,119576.48021103413,-189959.98031993466
16319,LaCeZn2,311,50536.94950145358,True,103747.69933076765,53210.74982931407
16320,LaCl3O7,726,122325.73586943312,True,148884.81479696062,26559.078927527502
16321,LaCo2,192,58643.02050180819,True,286194.0625962314,227551.0420944232
16322,LaCo2As,530,299421.22582006635,True,310470.04413393524,11048.818313868891
16323,LaCo2Ge,921,157002.9476708023,True,170039.25343954965,13036.305768747348
16324,LaCo2Ni3,391,388237.2685930564,True,377154.7476511909,-11082.520941865514
16325,LaCo2Sb,170,266507.41039927327,True,279754.7949449811,13247.384545707842
16326,LaCo2Si,459,165032.651749631,True,63627.56065243136,-101405.09109719965
16327,LaCo2Sn,361,149868.10320116175,True,149697.48910093986,-170.61410022189375
16328,LaCo2Te,942,300301.589486928,True,587490.2166395297,287188.62715260166
16329,LaCo3Ni2,247,496572.5557631544,True,600662.0649306059,104089.50916745153
16330,LaCo5H3,888,568800.1307768814,True,543910.2564551369,-24889.874321744428
16331,LaCo5H4,354,565060.5763835257,True,561728.9852454087,-3331.5911381170154
16332,LaCo8Si5,91,130118.00825115788,True,234511.81723168824,104393.80898053036
16333,LaCoAs,463,139978.3553735657,True,137604.36430256173,-2373.991071003955
16334,LaCoAs2,451,233315.32119855896,True,222420.87789335745,-10894.443305201508
16335,LaCoAsAu,542,170240.36738778156,True,205363.8818979574,35123.51451017585
16336,LaCoAsO,932,86014.51035724142,True,138102.6801266378,52088.16976939638
16337,LaCoAu,409,96697.0349219818,True,101856.21695407854,5159.182032096738
16338,LaCoBi,830,123018.71831626212,True,258951.73499422288,135933.01667796075
16339,LaCoBiAu,896,155240.31207989738,True,153048.7155006269,-2191.5965792704956
16340,LaCoCuAs,699,87077.86022154574,True,233164.54011974175,146086.67989819602
16341,LaCoCuBi,697,54253.98453825981,True,892410.9244984069,838156.9399601471
16342,LaCoGe2,813,69219.1112889178,True,119179.1617203764,49960.0504314586
16343,LaCoNi4,114,267558.57561900833,True,307438.8689571686,39880.29333816026
16344,LaCoPt,360,199114.61170580244,True,199706.031827983,591.4201221805706
16345,LaCoPt2,709,271581.9938056879,True,451227.8554106542,179645.86160496634
16346,LaCoRh2,89,280473.1594882139,True,467782.3288167824,187309.1693285685
16347,LaCoSbAu,686,152453.17492422933,True,162967.93798559534,10514.763061366015
16348,LaCoSn,291,196545.37748388035,True,179295.87019197448,-17249.507291905873
16349,LaCoTc2,20,435615.45049063134,True,415706.9172828886,-19908.53320774273
16350,LaCoTe2,576,179588.24102429516,True,197492.03595473443,17903.794930439268
16351,LaCr2CdO6,322,410397.9545427419,True,412484.2874663898,2086.3329236479476
16352,LaCr2PbO6,330,394972.3663390564,True,435161.9476463101,40189.581307253684
16353,LaCr2Si2C,342,116255.98171622676,True,90241.84673799659,-26014.13497823017
16354,LaCrAs,808,509856.94528873614,True,484321.8142003964,-25535.131088339724
16355,LaCrAs2,235,340374.791655618,True,608700.9848579672,268326.19320234924
16356,LaCrAu2,699,448112.5912634917,True,500413.7384716384,52301.14720814669
16357,LaCrBi,111,440752.1449927169,True,442922.3455384763,2170.200545759406
16358,LaCrC6N6O5,723,167224.35521544458,True,981351.820385289,814127.4651698445
16359,LaCrCoO6,152,304505.1351028243,True,293342.87727681966,-11162.257826004643
16360,LaCrFeO6,712,412803.707720631,True,655817.7829086217,243014.07518799073
16361,LaCrGa2,866,384069.972925609,True,381083.50748240255,-2986.465443206427
16362,LaCrGe,478,580002.5957969603,True,571770.0964170089,-8232.49937995139
16363,LaCrGe2,73,388284.7493715634,True,341622.745427632,-46662.00394393137
16364,LaCrHO5,516,153008.16118258366,True,155092.18516316678,2084.0239805831225
16365,LaCrHg2,157,463515.4144781766,True,414842.4694760359,-48672.94500214071
16366,LaCrIn2,574,362762.896006627,True,363385.60126013524,622.705253508233
16367,LaCrMoO6,991,234956.8779070124,True,225282.29722062816,-9674.58068638423
16368,LaCrPd2,4,517230.7301624274,True,524083.61659696506,6852.88643453765
16369,LaCrPt,436,563139.1655754106,True,520437.7513210083,-42701.414254402276
16370,LaCrPt2,351,519462.918354725,True,487878.34879033605,-31584.56956438895
16371,LaCrReO6,489,209859.41095506828,True,207407.0670986549,-2452.343856413383
16372,LaCrRh2,958,551363.4785776484,True,626097.5930414632,74734.11446381477
16373,LaCrSb,201,465291.4776459204,True,925954.9010839455,460663.4234380251
16374,LaCrSbO6,885,156876.07594317343,True,151164.78044492783,-5711.295498245599
16375,LaCrSe2O,674,288055.40917933674,True,291823.6032659659,3768.1940866291407
16376,LaCrSn,723,550252.7428513452,True,509392.21420589153,-40860.52864545368
16377,LaCrSn2,29,367032.4705077368,True,1305603.833340861,938571.3628331241
16378,LaCrSnO6,909,77545.18419773773,True,915702.1241578849,838156.9399601471
16379,LaCrTe,470,367074.2253794001,True,366195.1955030318,-879.0298763682949
16380,LaCrTe2,811,414304.48510651017,True,376096.4071816963,-38208.07792481384
16381,LaCu3(RuO3)4,320,171503.49538893145,True,163121.94915607007,-8381.54623286138
16382,LaCuNi4,525,108512.81528205198,True,123436.97331895313,14924.15803690115
16383,LaDy(CoO3)2,359,349959.83615701826,True,377483.36113597924,27523.52497896098
16384,LaDy(FeO3)2,670,805353.1488436793,True,807359.6600171439,2006.5111734645907
16385,LaDy(NiO3)2,89,175939.4530395676,True,177450.74777902509,1511.2947394574876
16386,LaDy(OsO3)2,519,60116.43270993908,True,138586.91956146076,78470.48685152168
16387,LaDy(RuO3)2,368,111499.36464233288,True,740496.9581320796,628997.5934897467
16388,LaDy2Au,129,171767.82768077086,True,343888.47465796804,172120.64697719718
16389,LaDy2Hg,462,163223.88751189128,True,191038.1417310733,27814.25421918201
16390,LaDy2Te,829,57169.671615463565,True,217591.6748311834,160422.00321571983
16391,LaDyCd2,524,56726.234343198914,True,59478.518604253506,2752.284261054592
16392,LaDyCo2,982,89702.32638633471,True,183870.95853092737,94168.63214459266
16393,LaDyCr2O6,56,490079.9665135094,True,479821.8039728979,-10258.16254061152
16394,LaDyGa,299,67477.81216668856,True,85416.32484183501,17938.512675146456
