composition,Tc_exp
Li0.649Ti0.5Mn0.051Zn0.2Fe1.598Bi0.002O4,553.0
Li0.65Ti0.5Mn0.05Zn0.2Fe1.6O4,557.15
Li0.66Ti0.42Mn0.05Al0.2Zn0.1Fe1.57O4,577.0
Li0.68Ti0.46Mn0.05Al0.15Zn0.1Fe1.56O4,583.0
Li0.6Dy0.05Fe2.25Co0.1O4,840.0
Li0.6Dy0.075Fe2.225Co0.1O4,859.0
Li0.6Dy0.125Fe2.175Co0.1O4,787.0
Li0.6Dy0.15Fe2.15Co0.1O4,777.0
Li0.6Dy0.175Fe2.125Co0.1O4,673.0
Li0.6Dy0.1Fe2.2Co0.1O4,820.0
Li0.6Fe2.3Co0.1O4,884.0
Li0.71Ti0.52Mn0.05Al0.075Zn0.1Fe1.545O4,597.0
Li0.72Ti0.54Mn0.05Al0.05Zn0.1Fe1.54O4,603.0
Li0.73Ti0.56Mn0.05Al0.025Zn0.1Fe1.535O4,610.0
Li0.75Ni1.25O2,253.0
Li0.7Ti0.5Mn0.05Al0.1Zn0.1Fe1.55O4,591.0
Li0.81Ni1O2,17.0
Li0.86Ni1.14O2,231.0
Li0.91Fe5O7.96,893.0
Li0.91Ni1.09O2,160.0
Li0.993Ca0.014Fe4.993O8,873.0
Li0.995Ca0.01Fe4.995O8,873.0
Li0.997Ca0.006Fe4.995O8,872.0
Li0.99Ca0.02Fe4.99O8,874.0
Li1.01Ni1O2,20.0
Li1.02Fe5O8.01,893.0
Li1.2Ho0.03Zn0.4Fe1.97O4,835.0
Li1.2Ho0.06Zn0.4Fe1.94O4,824.0
Li1.2Ho0.09Zn0.4Fe1.91O4,814.0
Li1.2Ho0.12Zn0.4Fe1.88O4,810.0
Li1.2Ho0.15Zn0.4Fe1.85O4,806.0
Li1.2Zn0.4Fe2O4,848.0
Li1Co0.2Ni0.8O2,95.0
Li1Mg0.5Mn1.5O4,23.0
Li1Mn0.03Fe0.97P1O4,30.0
Li1Mn0.09Fe0.91P1O4,30.0
Li1Mn0.18Fe0.82P1O4,30.0
Li1Mn0.25Co0.5Ni0.25O2,8.0
Li1Mn0.2Co0.6Ni0.2O2,60.0
Li1Mn0.33Co0.33Ni0.33O2,30.0
Li1Mn0.5Ni0.5O2,124.0
Li1Mn1.5Ni0.5O4,128.0
Li1Mn1.5Zn0.5O4,29.75
Li1Mn1.6Ni0.4O4,103.0
Li1Tb0.5Y0.5F4,1.119
Li25Ga59(Fe33O100)2,301.0
Li2Ce2Ge3,11.0
Li2MgMn3O8,38.0
Li2Mn3CoO8,50.0
Li2Mn3NiO8,130.0
Li2Mn3ZnO8,22.0
Li3EuC4,225.0
Li3Fe8SbO16,750.0
Li3Ni2RuO6,100.0
Li3PrSb2,7.0
Li50Al33Fe217O400,1071.0
Li50Ga43Fe207O400,705.0
Li5Al8Fe17O40,650.0
Li6Fe23SbO40,885.0
Li8La18In0.5Fe4.5O39,7.6
Li8Nd18AlFe4O39,4.12
Li8Nd18GaFe4O39,4.38
Li97Ni153O250,210.0
LiCa3RuO6,120.0
LiCeGe2,11.0
LiCeSn2,8.6
LiEuH3,37.8
LiFe(RhO2)4,130.0
LiFe2O3F,903.0
LiFe3(RhO4)2,580.0
LiFe5O8,893.15
LiFe9(CuO8)2,813.5
LiFePO4,30.0
LiHoF4,1.53
LiIO3,27.0
LiMn2O4,80.0
LiMnO2,118.0
LiNi2P4H3O14,5.6
LiNiO2,200.0
LiTbF4,2.891
LiTiFeO4,526.5
Lu,0.0
Lu(Al2Fe)4,197.3
Lu(AlFe)6,327.0
Lu(CrFe5)2,472.5
Lu(Fe5Mo)2,260.0
Lu(Fe5Re)2,380.0
Lu(Fe5Si)2,540.0
Lu(VFe2)4,306.0
Lu(VFe3)3,397.0
Lu(VFe5)2,484.25
Lu0.04Fe1Bi0.96O3,575.0
Lu0.05Fe1Bi0.95O3,575.0
Lu0.08U0.92Al1Co1,8.0
Lu1Al0.18Co1.82,48.0
Lu1Al6.5Fe5.5,263.0
Lu1Fe10.5Si1.5,528.0
Lu1Fe11.3W0.7,490.0
Lu1Ga6.2Fe5.8,550.0
Lu1Mn6Ga1.25Ge4.75,337.0
Lu1Mn6Ga1.5Ge4.5,324.0
Lu1Mn6In0.8Sn5.2,280.0
Lu1Mn6In0.9Sn5.1,293.0
Lu1Mn6In1.2Sn4.8,263.0
Lu1Mn6In1.4Sn4.6,252.0
Lu1Mn6In1.6Sn4.4,236.0
Lu1Mn6In1.8Sn4.2,226.0
Lu1Ta0.5Fe11.5,505.0
Lu1V2.5Fe9.5,442.5
Lu1V3.5Fe8.5,351.0
Lu2(Fe7Si)3,528.0
Lu2Co12P7,150.0
Lu2Co13.6Si3.4,513.5
Lu2Co14Si3,580.0
Lu2Co15Si2,852.0
Lu2Co16Si,1035.0
Lu2Co17,1194.0
Lu2Co7,459.0
Lu2Fe13.6Si3.4,477.5
Lu2Fe14B,535.0
Lu2Fe14C,495.0
Lu2Fe14Si3,475.0
Lu2Fe15Ge2,455.0
Lu2Fe15Si2,450.0
Lu2Fe15Si2H1.04,471.0
Lu2Fe16.5Ru0.5H0.4,272.0
Lu2Fe16.5Ru0.5H0.6,290.0
Lu2Fe16Si,395.0
Lu2Fe16Si1H0.81,413.0
Lu2Fe16Si1H1.58,438.0
Lu2Fe17,266.5
Lu2Fe17C,490.0
Lu2Fe17C3,658.0
Lu2Fe17H0.8,290.0
Lu2Fe17H2,449.0
Lu2Fe17N2.5,675.0
Lu2Fe17N2.7,677.25
Lu2Fe17N3,679.0
Lu2Mn0.5Fe16.5,257.0
Lu2MnFe16,300.0
Lu2MnNiO6,39.004999999999995
Lu2Ni17,601.0
Lu2V2O7,69.875
Lu3Co,2.0
Lu3Fe5O12,562.0
Lu4Co3,2.0
Lu6Fe23,488.0
Lu6Mn23,378.0
LuAl7Fe5,212.0
LuAlFe,39.0
LuCO2,2.0
LuCO3,362.0
LuCo2,2.0
LuCo3,371.0
LuCo4B,396.0
LuCrO3,112.0
LuFe12,670.0
LuFe2,581.0
LuFe2Co2B,482.0
LuFe3,529.0
LuFe3CoB,510.0
LuFe4B,571.5
LuFeCo3B,460.0
LuFeO3,260.0
LuMn6(InSn2)2,221.0
LuMn6GaGe5,350.0
LuMn6InSn5,278.0
LuMnO3,80.0
LuNi,4.0
LuTiFe11,498.0
LuTiFe11H,558.0
LuTiFe11N,655.0
LuVFe11,579.0
LuVO3,101.0
M0.2Pr30.5Fe21.5Co47.8B1,842.25
M1.55La0.55Fe10.2Co1Si1.8,294.0
M1.5La0.5Fe10.2Co1Si1.8,300.0
M1.65La0.65Fe10.2Co1Si1.8,292.0
M1.6La0.6Fe10.2Co1Si1.8,290.0
M1.7La0.7Fe10.2Co1Si1.8,285.0
M15Nd5Fe37B3,553.15
M17Nd3Fe37B3,538.15
M19NdFe37B3,500.65
M1Mn0.05Zn0.95H10O1,595.0
M2.46Ce1Pr20Nd80Y9Fe77.97B5.73,589.0
M2.46Pr20Nd80Y10Fe77.97B5.73,591.0
M2.7Nd12.3Fe76.3Co2Ni0.6B7.1,608.15
M3.2Fe14B1,546.0
M3.4Fe14B1,546.0
M3.5Fe79B18.5,668.0
M3.6Fe14B1,546.0
M3.9Nd11.9Fe73.9Co3.3Ni1.1B6.9,624.15
M3Fe14B,659.575
M4.9Nd11.5Fe71.5Co4.8Ni1.6B6.7,641.15
MVS100,11.6
MVS120,4.0
MVS80,13.3
MagnetiteFe3O4,858.0
MeMn4,0.21
MetallicFe,1043.15
Mg,0.0
Mg(FeO2)2,638.15
Mg(GaO2)2,69.0
Mg(MnSn)6,295.0
Mg0.012Al0.988N1,380.0
Mg0.01Mn1.05Fe0.9Si0.49P0.5,279.0
Mg0.01Zn0.94Ni0.05O1,600.0
Mg0.02Mn1.05Fe0.9Si0.48P0.5,319.0
Mg0.033Al0.967N1,380.0
Mg0.03Mn1.05Fe0.9Si0.47P0.5,352.0
Mg0.03Ti0.97O2,400.0
Mg0.04Fe2Co0.96O4,741.15
Mg0.05Cr2Ni0.95O4,57.0
Mg0.06Ti0.94O2,400.0
Mg0.079Al0.921N1,380.0
Mg0.08Fe2Co0.92O4,733.15
Mg0.09Ti0.91O2,400.0
Mg0.09Zn0.36Fe2Cu0.05Ni0.5O4,653.15
Mg0.12Fe2Co0.88O4,728.15
Mg0.12Ti0.88O2,400.0
Mg0.15Cr2Ni0.85O4,76.0
Mg0.15Zn0.65Fe2Co0.2O4,330.55
Mg0.16Fe2Co0.84O4,723.15
Mg0.18Zn0.27Fe2Cu0.05Ni0.5O4,677.15
Mg0.1Cr2Ni0.9O4,42.0
Mg0.1Zn0.7Fe2Co0.2O4,309.85
Mg0.27Zn0.08Cd0.65Te1,2.5
Mg0.27Zn0.18Fe2Cu0.05Ni0.5O4,711.15
Mg0.2Cr2Co0.8O4,65.0
Mg0.2Fe2Co0.8O4,719.15
Mg0.2Fe2Ni0.8O4,686.575
Mg0.2Mn0.8V2O4,43.0
Mg0.2Mn1.8Ni1O4,107.0
Mg0.2Zn0.5Fe2Cu0.3O4,520.0
Mg0.2Zn0.6Fe2Co0.2O4,363.85
Mg0.347Mn0.894Fe1.758O3.88,570.15
Mg0.35Mn0.25Zn0.4Fe2O4,405.15
Mg0.36Zn0.09Fe2Cu0.05Ni0.5O4,774.15
Mg0.3Mn0.3Zn0.4Fe2O4,403.15
Mg0.3Mn0.7Fe2O4,463.15
Mg0.3Zn0.5Fe2Co0.2O4,373.35
Mg0.45Fe2Cu0.05Ni0.5O4,787.15
Mg0.4Cd0.6Fe2O4,35.0
Mg0.4Cr2Co0.6O4,45.0
Mg0.4Fe2Ni0.6O4,671.575
Mg0.4Zn0.4Fe2Co0.2O4,441.35
Mg0.51Mn0.09Zn0.4Fe2O4,437.15
Mg0.55Mn0.05Zn0.4Fe2O4,443.15
Mg0.5Cd0.25Fe2Cu0.25O4,363.0
Mg0.5Cd0.5Fe2O4,120.0
Mg0.5Cr0.5Fe1.5Cu0.5O4,591.0
Mg0.5Fe2Ni0.5O4,641.575
Mg0.5Mn0.1Zn0.4Fe2O4,415.15
Mg0.5Zn0.3Fe2Co0.2O4,516.05
Mg0.5Zn0.5Cr0.2Fe1.8O4,691.0
Mg0.5Zn0.5Cr0.4Fe1.6O4,658.0
Mg0.5Zn0.5Cr0.6Fe1.4O4,618.0
Mg0.5Zn0.5Cr0.8Fe1.2O4,598.0
Mg0.5Zn0.5Cr1Fe1O4,582.0
Mg0.5Zn0.5Fe2O4,725.0
Mg0.6Cd0.4Fe2O4,195.0
Mg0.6Fe2Cu0.4O4,700.0
Mg0.6Fe2Ni0.4O4,581.575
Mg0.6Mn1.4Ni1O4,107.0
Mg0.6Zn0.4Fe2O4,452.15
Mg0.75Cr0.75Fe1.25Co0.25O4,500.0
Mg0.7Cd0.3Fe2O4,255.0
Mg0.8Cd0.2Fe2O4,315.0
Mg0.8Fe2Ni0.2O4,546.575
Mg0.95Fe0.05O1,50.0
Mg0.97Ti1Co0.03O3,228.0
Mg0.9Cd0.1Fe2O4,390.0
Mg0.9Fe2.1O4,508.0
Mg1.2Fe1.8O3.9,493.15
Mg1.35Ti0.35Fe1.3O4,347.0
Mg121Fe379(SiO3)500,11.0
Mg12Fe17SbO40,620.0
Mg16Fe11Sb3O40,370.0
Mg1Al0.2Fe1.8O4,683.0
Mg1Al0.4Fe1.6O4,607.0
Mg1Al0.6Fe1.4O4,571.0
Mg1Al0.8Fe1.2O4,528.0
Mg1Ga0.4Fe1.6O4,510.0
Mg1Ga0.8Fe1.2O4,292.5
Mg23Fe127O200,814.5
Mg4Fe10CuO20,930.5
Mg67Fe433(SiO3)500,18.0
Mg8Fe20O33F7,693.0
MgAlFeO4,390.5
MgCo2,321.0
MgCrFeO4,370.0
MgCu3H6(ClO3)2,4.2
MgFe10(CuO5)4,960.5
MgH8SO8,633.0
MgMn2O4,1200.0
MgMn3(CuO4)2,57.0
MgMn5O8,20.0
MgNb2(NiO3)3,45.5
Mn,0.0
Mn(Al2Cu5)5,503.15
Mn(CoO2)2,178.9
Mn(CrAu5)4,97.5
Mn(CrS2)2,65.0
Mn(FeO2)2,577.0
Mn(GaSb)2,310.0
Mn(NbS2)3,48.0
Mn(NbS2)4,100.0
Mn(NiO)2,116.0
Mn0.00028Al0.99972N1,300.0
Mn0.00175Al0.99825N1,300.0
Mn0.0028Zn0.9972Ge1As2,300.0
Mn0.002In0.998As0.89P0.11,280.0
Mn0.009In0.991As0.8P0.2,280.0
Mn0.0125Zn0.998Sn1As2.003,329.0
Mn0.013Ga0.987P1,35.0
Mn0.013Zn0.009Ga0.987P0.991,20.0
Mn0.013Zn0.987Ge1As2,300.0
Mn0.014Fe2.986O4,863.15
Mn0.014Ga0.986As0.992N0.008,37.0
Mn0.015Ga0.985As1,17.0
Mn0.016Ga0.984As1,173.0
Mn0.018Ga0.982P0.99N0.01,14.0
Mn0.018Ga0.982P1,20.0
Mn0.018Zn0.982O1,311.0
Mn0.01Ga0.99As1,7.5
Mn0.01Ga0.99N1,300.0
Mn0.01Ge0.99,285.0
Mn0.01In0.99As1,330.0
Mn0.01Si0.99C1,205.0
Mn0.01Zn0.99O1,300.0
Mn0.0208Al1Cr1.9792C1,4.0
Mn0.022Zn0.978O1,350.0
Mn0.025Bi1.975Te3,5.3
Mn0.025Fe0.01Co0.025Sn0.94O2,300.0
Mn0.025Ga0.975As1,40.0
Mn0.025Ge0.975,300.0
Mn0.027Ge0.973,250.0
Mn0.029Ga0.971As1,35.0
Mn0.02Ga0.98As1,31.0
Mn0.02Ga0.98P1,23.0
Mn0.02Ge0.98,274.0
Mn0.02In0.98As0.8P0.2,280.0
Mn0.02In0.98Sb1,300.0
Mn0.02Ni0.98O1,653.0
Mn0.02Zn0.5Fe1.96Cu0.25Ni0.23O3.94,134.0
Mn0.02Zn0.98O1,300.0
Mn0.03125Ge0.96875,120.0
Mn0.032Ga0.968P1,42.0
Mn0.032Zn0.968O1,310.0
Mn0.033Ge0.967,285.0
Mn0.034Ga0.966As1,50.0
Mn0.035Ga0.965As1,100.0
Mn0.035Ge0.965,116.0
Mn0.035In0.965As0.88P0.12,280.0
Mn0.036Ga0.964As1,173.0
Mn0.036Si0.964,300.0
Mn0.0378Al1Cr1.9622C1,4.0
Mn0.039In0.961As0.88P0.12,280.0
Mn0.03Co0.12Ge0.85,270.0
Mn0.03Cr2Cd0.95Se4,130.0
Mn0.03Ga0.97As1,80.0
Mn0.03Ga0.97N1,300.0
Mn0.03Ge0.97,285.0
Mn0.03In0.97As1,30.0
Mn0.03In0.97P1,170.0
Mn0.03Si0.97C1,220.0
Mn0.03Zn0.97O1,300.0
Mn0.043In0.957As0.79P0.21,280.0
Mn0.044Ge0.956,250.0
Mn0.045Ge0.955,300.0
Mn0.046Ga0.954As1,130.0
Mn0.047Sn0.183Ge0.77Te1,7.8
Mn0.047Zn0.953Ge1As2,300.0
Mn0.04Bi1.96Te3,9.0
Mn0.04Cd0.96Te1,3.0
Mn0.04Fe1.96Co0.03Cu0.03Ni0.94O4,770.0
Mn0.04Ga0.96As1,80.0
Mn0.04Ga0.96P1,44.0
Mn0.04Ge0.96,300.0
Mn0.04In0.96As0.79P0.21,280.0
Mn0.04Sn0.96Te1,6.0
Mn0.04Zn0.5Fe1.96Cu0.25Ni0.21O3.94,122.0
Mn0.04Zn0.96O1,300.0
Mn0.051Ga0.949As1,80.0
Mn0.053Ga0.947As1,110.0
Mn0.053Zn0.947Ge1As2,300.0
Mn0.054Ga0.946As1,72.0
Mn0.055Ge0.945,300.0
Mn0.055Ge0.945Te1,180.0
Mn0.056Zn0.944Ge1P2,312.0
Mn0.058Ga0.942As1,120.0
Mn0.05Al1Cr0.95Ge1,166.5
Mn0.05Bi1.95Te3,11.0
Mn0.05Cd0.95Te1,2.0
Mn0.05Cr0.95Cu1O2,191.5
Mn0.05Cu0.95O1,90.0
Mn0.05Fe0.0035Pd0.9965,10.3
Mn0.05Fe0.016Pd0.984,42.0
Mn0.05Fe1.95Co0.02Ni0.93O4,783.15
Mn0.05Ga0.95As1,80.0
Mn0.05Ga0.95Cu1Se2,20.0
Mn0.05Ga1Fe0.95O3,173.0
Mn0.05Ge0.95,225.0
Mn0.05In0.95Se1,270.0
Mn0.05Si0.95,350.0
Mn0.05Si0.95C1,252.0
Mn0.05Sn0.95O2,300.0
Mn0.05Zn0.95O1,300.0
Mn0.05Zn0.95Te1,2.0
Mn0.061Ge0.939,295.0
Mn0.061Sn0.184Ge0.755Te1,13.6
Mn0.063Ga0.937As1,100.0
Mn0.064Ge0.895Te0.041,369.0
Mn0.065Zn0.935O1,375.0
Mn0.06Cd0.94Ge1P2,300.0
Mn0.06Cr0.02Hg0.92Se1,106.0
Mn0.06Cr1I3,57.8
Mn0.06Cr2Cd0.9Se4,130.0
Mn0.06Ga0.94As1,125.0
Mn0.06Ga0.94N1,300.0
Mn0.06Ga0.94P1,330.0
Mn0.06Ge0.94,285.0
Mn0.06Zn0.5Fe1.96Cu0.25Ni0.19O3.94,109.0
Mn0.06Zn0.94Ge1P2,350.0
Mn0.06Zn0.94O1,300.0
Mn0.0734Al1Cr1.9266C1,4.0
Mn0.075Si0.925,50.0
Mn0.078Ga0.922As1,159.0
Mn0.078Zn0.922Ge1As2,300.0
Mn0.07Cu0.93O1,90.0
Mn0.07Ga0.93As1,90.0
Mn0.07Ge0.93,300.0
Mn0.07Si0.93,210.0
Mn0.07Zn0.93O1,189.0
Mn0.084Sn0.083Ge0.833Te1,50.0
Mn0.088Ga0.912As1,140.0
Mn0.08Al0.48In0.52As1,20.0
Mn0.08Cr0.02Hg0.9Se1,106.0
Mn0.08Ga0.92As1,97.65
Mn0.08Ge0.92,300.0
Mn0.08Zn0.5Fe1.96Cu0.25Ni0.17O3.94,97.0
Mn0.08Zn0.92O1,300.0
Mn0.091Zn0.909O1,375.0
Mn0.09Bi1.91Te3,12.5
Mn0.09Zn0.91O1,300.0
Mn0.113Si0.887,30.0
Mn0.11Al0.48In0.52As1,25.0
Mn0.11Fe0.5785Ni0.3115,220.0
Mn0.12Cr2.04Cd0.86Se4,130.0
Mn0.12Ge0.88,300.0
Mn0.12Zn0.88Cr2Se4,1133.0
Mn0.13Ga0.87As1,107.5
Mn0.13Zn0.87Cr2Se4,1043.0
Mn0.13Zn0.87O1,300.0
Mn0.143In0.857As1,330.0
Mn0.14Ge0.86Te1,110.0
Mn0.15Al0.15Zn0.85Cu2Sn0.85Se4,5.0
Mn0.15Al0.35Fe0.5,220.0
Mn0.15Al0.39In0.61As1,30.0
Mn0.15Cr0.85Cu1O2,285.0
Mn0.15Cu0.85O1,90.0
Mn0.15Fe0.85Bi0.95Pb0.05O3,1103.15
Mn0.15Ga0.85As1,107.5
Mn0.15Ga0.85Cu1Se2,115.0
Mn0.15Ge0.85,300.0
Mn0.15Zn0.18Fe0.67O4,323.15
Mn0.15Zn0.85N0.1O0.9,130.0
Mn0.162In0.838As1,353.0
Mn0.16Cr2.06Cd0.81Se4,130.0
Mn0.16Fe1.84Ge2Pb2O9,22.0
Mn0.18Al0.37In0.63As1,40.0
Mn0.18Cr0.82Ge1,13.0
Mn0.18Zn0.82Cr2Se4,1043.0
Mn0.19In0.81As1,353.0
Mn0.1Al0.35Fe0.55,230.0
Mn0.1Cr0.9Cu1O2,104.0
Mn0.1Cu0.9O1,90.0
Mn0.1Fe1.9Co0.8Ni0.2O4,773.0
Mn0.1Ga0.9As1,133.5
Mn0.1Ga0.9Cu1Se2,80.0
Mn0.1Ga0.9Fe1O3,201.0
Mn0.1Ga1Fe0.9O3,159.5
Mn0.1In1.9O3,46.0
Mn0.1Nb3Fe71Cu1Si14B10.9,593.15
Mn0.1Si0.9C1,250.0
Mn0.1Zn0.5Fe1.96Cu0.25Ni0.15O3.94,86.0
Mn0.1Zn0.5Fe2Ni0.4O4,595.15
Mn0.1Zn0.6Fe2Ni0.3O4,730.15
Mn0.1Zn0.9O1,232.0
Mn0.23Ge0.77,300.0
Mn0.245In0.755As1,353.0
Mn0.24Cd2.76As2,47.0
Mn0.24Zn0.76Cr2Se4,1053.0
Mn0.25Al0.25Fe1Co1Ni1,1073.15
Mn0.25B0.025Pd0.75,325.0
Mn0.25B0.05Pd0.75,340.0
Mn0.25B0.075Pd0.75,339.0
Mn0.25B0.125Pd0.75,390.0
Mn0.25B0.15Pd0.75,330.0
Mn0.25B0.175Pd0.75,252.0
Mn0.25B0.1Pd0.75,374.0
Mn0.25B0.25Pd0.75,256.0
Mn0.25Fe1.75Sn1,546.0
Mn0.25Fe2Sn0.75O4,780.0
Mn0.25Ga0.75Cu1Se2,120.0
Mn0.25Ga0.75Cu1Te2,240.0
Mn0.25Ga1Fe0.75O3,212.0
Mn0.25Nb1Se2,25.0
Mn0.25Zn0.5Sn0.25O2,20.0
Mn0.25Zn0.75Ge1P2,312.0
Mn0.262Zn0.206Fe2.532O4,473.0
Mn0.29Ge0.71,300.0
Mn0.29In0.71As1,353.0
Mn0.2Cd0.8Te1,33.0
Mn0.2Cr0.5Fe1.5Ni0.8O4,705.15
Mn0.2Cr0.8Cu1O2,100.0
Mn0.2Cu0.8O1,90.0
Mn0.2Fe1Co1Si0.2Ni1,668.0
Mn0.2Fe2Co0.8O4,400.0
Mn0.2Ga0.8Cu1Se2,120.0
Mn0.2Ga1Fe0.8O3,211.0
Mn0.2Ge0.8Te1,130.0
Mn0.2Nb1Fe1.8,54.0
Mn0.2Ni0.8,344.0
Mn0.2V2Sn0.8C1,52.0
Mn0.2Zn0.2Fe2Ni0.6O4,693.15
Mn0.2Zn0.4Fe2Ni0.4O4,576.15
Mn0.2Zn0.5Fe2Ni0.3O4,596.15
Mn0.2Zn0.6Fe2Ni0.2O4,625.65
Mn0.2Zn0.8Fe2O4,329.48
Mn0.2Zn0.8O1,39.0
Mn0.33Nb1S2,48.0
Mn0.33Nb1Se2,22.0
Mn0.35Al0.65Fe1,163.0
Mn0.35Co0.65,140.0
Mn0.35Ga1Fe2.65,200.0
Mn0.35V0.65Co1Sb1,80.0
Mn0.3Al0.2Ni0.5,360.0
Mn0.3Cd0.7Te1,91.0
Mn0.3Cr0.7Sb1,255.0
Mn0.3Fe1.7Co1O4,753.0
Mn0.3Ga0.2Ni0.5,380.0
Mn0.3Ga1Fe0.7Ni2,436.0
Mn0.3Ga1Fe0.7O3,179.0
Mn0.3Ge0.7,350.0
Mn0.3Ge0.7Te1,75.0
Mn0.3Pd0.7,6.41
Mn0.3Zn0.4Fe1.7Co0.6O4,430.0
Mn0.3Zn0.4Fe2Ni0.3O4,535.15
Mn0.3Zn0.5Fe2Ni0.2O4,585.15
Mn0.3Zn0.6Fe2Ni0.1O4,643.15
Mn0.3Zn0.7Fe2O4,306.0
Mn0.3Zn0.7O1,32.0
Mn0.46Ge0.54Te1,200.0
Mn0.48Ga1.08Ni2.44,307.0
Mn0.49Cr0.51Sb1,390.0
Mn0.49Si0.51,30.0
Mn0.4Al1Fe1.6B2,242.0
Mn0.4Cd0.6Te1,73.0
Mn0.4Co1.6P1,209.0
Mn0.4Cr1.8Fe69Si2.3B8.5Mo1P11.5C5.5,552.0
Mn0.4Cr2Cd0.6S4,79.0
Mn0.4Fe1.6Co1O4,691.0
Mn0.4Fe1Ni0.6Ge1,243.0
Mn0.4Fe2Co0.6O4,773.0
Mn0.4Ga1Fe0.6O3,149.0
Mn0.4Ge0.6Te1,70.0
Mn0.4Nb0.6Co1Sb1,328.5
Mn0.4V2Sn0.6C1,53.0
Mn0.4Zn0.2Fe2Ni0.4O4,510.65
Mn0.4Zn0.4Fe2Ni0.2O4,644.15
Mn0.4Zn0.6Fe2O4,483.0
Mn0.4Zn0.6In0.035Fe1.965O4,614.0
Mn0.4Zn0.6In0.07Fe1.93O4,627.0
Mn0.4Zn0.6In0.1Fe1.9O4,635.0
Mn0.4Zn0.6In0.5Fe1.5O4,402.0
Mn0.51Si0.49,240.0
Mn0.52Si0.48,300.0
Mn0.53Si0.47,300.0
Mn0.54Si0.46,300.0
Mn0.55Al0.45B0.02,659.5
Mn0.55Ni2.14Sb1.31,290.0
Mn0.55Si0.45,360.0
Mn0.5Al0.045Fe0.5Si0.955Ni1,475.0
Mn0.5Al0.3Zn0.5Fe1.7O4,353.8
Mn0.5Al0.4Zn0.5Fe1.6O4,337.175
Mn0.5Al0.5Fe1,164.0
Mn0.5Al0.5Ni1,375.0
Mn0.5Al0.5Zn0.5Fe1.5O4,338.1
Mn0.5Al0.6Zn0.5Fe1.4O4,329.3
Mn0.5Cd0.5Te1,35.0
Mn0.5Cr2.5Ga1N1,42.0
Mn0.5Fe0.5B1,796.0
Mn0.5Fe1.5Co1Si1,854.0
Mn0.5Fe1.5Sn1,468.0
Mn0.5Fe2.5P1,473.0
Mn0.5Fe2.5Si0.2P0.8,523.0
Mn0.5Fe2.5Si0.5P0.5,667.0
Mn0.5Fe2.5Si0.8P0.2,657.0
Mn0.5Fe2.5Si1,547.0
Mn0.5Fe2.5Sn0.95Sb0.05,645.0
Mn0.5Fe2Sn0.5O4,700.0
Mn0.5Ga1Fe0.5Co2,990.0
Mn0.5Ga1Fe0.5Ni2,434.0
Mn0.5Ni0.5,295.0
Mn0.5Zn0.5Fe2O4,376.815
Mn0.5Zn1Fe2.5C1,380.0
Mn0.61Zn0.39Fe2O4,401.64
Mn0.63Zn0.37Fe2.05O4,423.0
Mn0.64Si0.36,30.0
Mn0.65Al1Fe1.35B2,220.0
Mn0.66Fe1.29Si0.34P0.66,350.0
Mn0.66Fe1.29Si0.37P0.63,390.0
Mn0.66Fe1.29Si0.42P0.58,450.0
Mn0.66Nb1Fe1.34,60.0
Mn0.675Ga1Cu0.25Ni2,321.5
Mn0.67Zn0.33Fe2O4,630.0
Mn0.6Al0.4Ni1,284.0
Mn0.6Co1.4P1,386.0
Mn0.6Cr2Cd0.4S4,72.0
Mn0.6Fe0.4Co0.5Si1Ni0.5,290.31
Mn0.6Fe1.22Si0.36P0.64W0.05,266.7
Mn0.6Fe1.23Si0.36P0.64W0.04,286.2
Mn0.6Fe1.24Si0.36P0.64W0.03,301.8
Mn0.6Fe1.25Si0.34P0.66,323.9
Mn0.6Fe1.25Si0.34P0.66S0.01,319.9
Mn0.6Fe1.25Si0.34P0.66S0.02,309.7
Mn0.6Fe1.25Si0.34P0.66S0.03,305.6
Mn0.6Fe1.25Si0.34P0.66S0.04,303.1
Mn0.6Fe1.25Si0.36P0.64W0.02,302.6
Mn0.6Fe1.26Si0.36P0.64W0.01,312.1
Mn0.6Fe1.27Si0.36P0.64,326.0
Mn0.6Fe1.3Si0.36P0.64,325.4
Mn0.6Fe1.3Si0.36P0.64F0.01,306.8
Mn0.6Fe1.3Si0.36P0.64F0.02,295.3
Mn0.6Fe1.3Si0.36P0.64F0.03,278.8
Mn0.6Fe1.4As1,400.0
Mn0.6Fe1.4Co1O4,628.0
Mn0.6Fe1Ni0.4Ge1,304.0
Mn0.6Fe2.4P1,420.0
Mn0.6Fe2.4Si1,397.0
Mn0.6Nb0.4Co1Sb1,465.0
Mn0.6V0.4Co1Sb1,480.0
Mn0.6V2Sn0.4C1,54.0
Mn0.6Zn0.4Fe2O4,516.75
Mn0.6Zn0.8Fe4Co0.6O8,373.0
Mn0.705Ga1Cu0.25Ni2,321.5
Mn0.725Ga1Fe2.175,530.0
Mn0.73Fe0.27Ni1Ge1,80.0
Mn0.7425Ga1Cu0.25Ni2,321.5
Mn0.75Al0.16Ga0.84Cu0.25Ni2,296.0
Mn0.75Cr0.25Ni1Ge1,360.0
Mn0.75Fe1.25Sn1,383.0
Mn0.75Fe2.25O4,783.15
Mn0.75Fe2Sn0.25O4,675.0
Mn0.75Ga1Cu0.25Ni2,314.75
Mn0.75Si0.25,70.0
