composition,Tc_exp
Fe0.9^3+Mg0.1^2+[Mg0.9^2+Fe1.1^3+]O4,713.0
Fe1.05Te0.49Se0.49Sb0.02,8.0
Fe1.0Ga1.0O3,225.0
Fe1.24Ti0.76O3,269.0
Fe1.2Co0.0P0.6Si0.4,344.601293538136
Fe1.2Co0.1P0.6Si0.4,370.893374987114
Fe1.2Co0.2P0.6Si0.4,416.110735111537
Fe1.2Co0.4P0.6Si0.4,470.59621082072
Fe1.2Ga0.8O3,290.0
Fe1.2Zn0.8MoO4,348.0
Fe1.30Co0.70P2,230.0
Fe1.333PRh0.666,290.0
Fe1.33Ti0.67O3,347.0
Fe1.4Ga0.6O3,320.0
Fe1.4Mn1.6P0.7Si0.3,71.0
Fe1.4Zn0.6MoO4,348.0
Fe1.50Co0.50P2,450.0
Fe1.50Mn1.50Si,138.0
Fe1.5Cr0.5CoSi,807.0
Fe1.5Fe0.5CoSi,1023.0
Fe1.5Ir0.5Zr,280.0
Fe1.5Mn0.5CoSi,854.0
Fe1.5Mn1.5P0.2Si0.8,135.0
Fe1.5Mn1.5P0.5Si0.5,95.0
Fe1.5Mn1.5P0.7Si0.3,75.0
Fe1.5Mn1.5Sb0.15Sn0.85,405.0
Fe1.5Mn1.5Sb0.1Sn0.9,405.0
Fe1.5Mn1.5Si,147.0
Fe1.5V0.5CoSi,664.0
Fe1.6/V5,200.0
Fe1.68NiGa1.32,837.0
Fe1.6Ge,427.0
Fe1.6Mn1.4P0.5Si0.5,85.0
Fe1.6Zn0.4MoO4,348.0
Fe1.70Co0.30P2,480.0
Fe1.70Mn1.30Si,159.6
Fe1.75Co0.2P0.8Si0.2,480.0
Fe1.75Ge,510.0
Fe1.7Mn1.3P0.5Si0.5,97.0
Fe1.7Mn1.3P0.7Si0.3,88.0
Fe1.7Mn1.4P0.7Si0.3,84.0
Fe1.83Ti0.83O3,260.0
Fe1.85Mn1.15Si,182.9
Fe1.8Co0.0P0.8Si0.2,516.757952390984
Fe1.8Co0.1P0.8Si0.2,499.536325293915
Fe1.8Co0.2P0.88B0.12,412.0
Fe1.8Co0.2P0.8Si0.2,571.5675073618725
Fe1.8Co0.3P0.8Si0.2,508.625604525142
Fe1.8Co0.4P0.8Si0.2,495.187778171208
Fe1.8Co0.5P0.8Si0.2,513.91853309369
Fe1.8Co0.6P0.8Si0.2,498.588806368188
Fe1.8Co0.7P0.8Si0.2,498.403695054883
Fe1.8Mn1.2P0.4Si0.6,102.0
Fe1.8Mn1.2P0.5Si0.5,108.0
Fe1.8Mn1.2P0.6Si0.4,103.0
Fe1.8Mn1.2Si,188.0
Fe1.8Zn0.2MoO4,348.0
Fe1.90Co0.10P2,415.0
Fe1.97Co0.03P2,280.0
Fe1.9Co0.2P0.9Si0.1,637.45994110502
Fe1.9Co0.3P0.9Si0.1,603.214348143732
Fe1.9Co0.4P0.9Si0.1,584.113370594642
Fe1.9Co0.5P0.9Si0.1,582.026946470111
Fe1.9Co0.6P0.9Si0.1,587.514398791622
Fe1.9Co0.8P0.9Si0.1,543.621055179307
Fe1.9Co0.9P0.9Si0.1,516.943063704288
Fe1.9Co1.0P0.9Si0.1,507.289038093488
Fe1.9Cr1.11O4,533.15
Fe1.9Cr1.1O4,557.0
Fe1.9Mn0.65O4Ti0.1Zn0.35,430.0
Fe1.9Mn0.8O4Ti0.1Zn0.2,485.0
Fe1.9Mn1.1Al,300.0
Fe1.9Mn1.1P0.4Si0.6,111.0
Fe1.9Mn1.1P0.5Si0.5,125.0
Fe1.9Mn1.1P0.6Si0.4,127.0
Fe1.9Zn0.1MoO4,348.0
Fe10,1030.0
Fe100Ni39O200Zn11,750.0
Fe10Mo2U,250.0
Fe10Nb2Zr3,218.0
Fe10Re2U,340.0
Fe10Si2U,653.0
Fe10Th1V2,515.0
Fe111V89,160.0
Fe118Ge41Ni59O400,610.0
Fe11Mg16O40Sb3,370.0
Fe11S12,483.0
Fe12.5Si4.5U2,430.0
Fe127Mg23O200,814.5
Fe12Mn40Al48,334.0
Fe12O19Sr1,750.0
Fe13.6Si3.4U2,535.0
Fe13.7Si3.3U2,525.0
Fe13Mn40Al47,315.0
Fe13Ni10O40V7,670.0
Fe13Ni7,503.0
Fe13Pd987,55.0
Fe13Sn10,676.0
Fe14Ge3Ni7O40,680.0
Fe14MM2B,773.15
Fe14Mn40Al46,340.0
Fe15,1068.0
Fe15Ge2U2,540.0
Fe15Mn37Al48,288.0
Fe15Mn38Al47,305.0
Fe15Mn39Al46,324.0
Fe15Mn40Al45,330.0
Fe15Ni65B18Si2,307.6
Fe16Co46Nb8B30,512.0
Fe16N2,811.5
Fe171Ga9Zr20,315.0
Fe171Ge9Zr20,310.0
Fe171Si9Zr20,303.0
Fe171Sn9Zr20,315.0
Fe17Co52B10Cu1Si3Al5Ga2P10,373.0
Fe17Mg12O40Sb1,620.0
Fe17Mn3Zr10,465.0
Fe17Ni12O40Sb1,820.0
Fe17Th2,295.0
Fe18Nb27B55,400.0
Fe191P100,223.0
Fe19Ni1P10,343.0
Fe1Ga125Ni374,43.65
Fe1Ga25Ni74,85.0
Fe1Ga2O4,4.0
Fe1Ga3Ni2O8,173.0
Fe1Ga500Ni1499,13.4
Fe1Ge1Mn2,233.0
Fe1Ge1Ni1,770.0
Fe1H3Hf2,73.0
Fe1Li1O8Rh4,130.0
Fe1Mn1O3,24.0
Fe1Mn2O4,255.0
Fe1Mn4Sn3,190.0
Fe1Ni1O4Rh1,540.0
Fe1Ni1P1,77.5
Fe1Ni4,843.0
Fe1Ni4O16V7,445.0
Fe1O3Si1,37.0
Fe1O3V1,455.0
Fe1O4U1,44.5
Fe1O4V2,109.0
Fe1O6Pb2Ta1,143.0
Fe1O6Sr2W1,39.0
Fe1P1,215.0
Fe1Pd2Pt1,360.0
Fe1S4Ti2,60.2
Fe2(N0.706C0.294)0.92,340.0
Fe2(N0.715C0.285)0.92,336.0
Fe2(N0.757C0.243)0.84,431.0
Fe2(N0.819C0.181)0.88,349.0
Fe2-2.4C,653.0
Fe2.01CrSi0.99,519.0
Fe2.05Mn0.63O4Zn0.37,423.0
Fe2.05Ti0.95Sn,120.0
Fe2.15Cr0.85Si,517.0
Fe2.1Cr0.9Al,250.0
Fe2.1Mg0.9O4,508.0
Fe2.1Mn0.9Al,380.0
Fe2.1Mn0.9P,400.0
Fe2.1Mn0.9P0.5Si0.5,164.0
Fe2.1Mn0.9Si,281.0
Fe2.1Ti0.9Sn,300.0
Fe2.20V0.80Si,150.0
Fe2.28N,50.0
Fe2.2Mn0.8P,400.0
Fe2.2Mn0.8P0.5Si0.5,221.0
Fe2.2Mn0.8Si,342.0
Fe2.3Cr0.7Ge,364.0
Fe2.3Mn0.7P,413.0
Fe2.3Mn0.7Si,387.0
Fe2.46N,90.0
Fe2.4Mn0.6P,420.0
Fe2.4Mn0.6Si,397.0
Fe2.4V1.1Al0.5,118.0
Fe2.56Al0.44O4,773.15
Fe2.5Co2.5SiB2,438.0
Fe2.5Cr0.5Ge,446.0
Fe2.5Li0.5O4,918.0
Fe2.5Mn0.5P,473.0
Fe2.5Mn0.5P0.2Si0.8,657.0
Fe2.5Mn0.5P0.5Si0.5,667.0
Fe2.5Mn0.5P0.8Si0.2,523.0
Fe2.5Mn0.5Sb0.05Sn0.95,645.0
Fe2.5Mn0.5Si,547.0
Fe2.5Mn2.5Sn3,347.0
Fe2.5V1.0Al0.5,129.0
Fe2.5Zn0.5O4,823.0
Fe2.64N,170.0
Fe2.65Mn0.35Ga,200.0
Fe2.67V0.33Al,0.0
Fe2.69GeTe2,140.0
Fe2.74Cr0.26Si,602.0
Fe2.75Cr0.25Ge,546.0
Fe2.78GeTe2,154.0
Fe2.82N,320.0
Fe2.82V0.18Al,400.0
Fe2.87GeTe2,203.0
Fe2.9 wt% Si,1150.0
Fe2.92GeTe2,220.0
Fe2.95N,300.0
Fe2.95Ni0.05C,493.15
Fe2.96GeTe2,226.0
Fe2.97GeTe2,232.0
Fe2.986Mn0.014O4,863.15
Fe2.9Ga,720.0
Fe2.9Ti0.1O4,798.15
Fe2/V5,300.0
Fe2027Ti973,70.0
Fe207Ga43Li50O400,705.0
Fe20Co40Pt25B15,860.0
Fe20Nb3Zr7,336.0
Fe20P9Si1,370.0
Fe21Ni60Zr7B12,450.15
Fe22Co40Nb8B30,365.0
Fe23B6,698.0
Fe23Ga17O60,308.0
Fe23Ga7O40,620.0
Fe23Li6O40Sb1,885.0
Fe23Zr6,483.0
Fe25.5Cr12Co1Si,945.0
Fe25.7Ge,35.0
Fe25Co25Ni25Mo5P10B10,560.0
Fe25Cr50V25,170.0
Fe25Cu75,220.0
Fe26Co26Pt28B20,660.0
Fe26Ni26Pt48,400.0
Fe27Ga23O75,308.25
Fe27V23,132.5
Fe28.75Co28.75Ni17.5Ge8B17,703.15
Fe28.75Co28.75Ni17.5Si8B17,693.15
Fe28Co34Nb8B30,563.0
Fe29Co40B9Cu2Si3Al5Ga2P10,463.0
Fe2B,1015.15
Fe2C,663.075
Fe2CoAl,830.0
Fe2CoGe,900.0
Fe2CoNiAlCu0.4Ti0.4,973.15
Fe2CoSi,1018.0
Fe2CoSi0.75B0.25,1039.0
Fe2CoSi0.85B0.15,1031.0
Fe2CoSi0.8B0.2,1036.0
Fe2CoSi0.95B0.05,1024.0
Fe2CoSi0.9B0.1,1030.0
Fe2Cr0.5Co0.5Si,754.0
Fe2Cr0.7Co0.3Si,651.0
Fe2Cr0.8Co0.2Si,601.0
Fe2Cr0.9Co0.1Si,555.0
Fe2CrAl,274.0
Fe2CrGa,401.5
Fe2CrSi,520.0
Fe2Ga1O4,473.0
Fe2GaMn,750.0
Fe2GaNi,815.0
Fe2Ge1,478.0
Fe2Ge1Mn1,433.0
Fe2Ge1O4,11.0
Fe2GeNi,717.5
Fe2GeTe4,149.9
Fe2Hf,597.5
Fe2Mg0.2Ni0.8O4,550.0
Fe2Mg0.4Ni0.6O4,535.0
Fe2Mg0.5Ni0.5O4,505.0
Fe2Mg0.6Ni0.4O4,445.0
Fe2Mg0.8Ni0.2O4,410.0
Fe2MgO4,450.0
Fe2Mn0.25O4Sn0.75,780.0
Fe2Mn0.2O4Zn0.8,228.0
Fe2Mn0.5O4Sn0.5,735.0
Fe2Mn0.6O4Zn0.4,414.0
Fe2Mn0.75O4Sn0.25,675.0
Fe2Mn0.7Cu0.3Al,449.0
Fe2Mn0.9Cu0.1Al,413.0
Fe2Mn0.9O4Zn0.1,533.0
Fe2Mn3Sn3,282.0
Fe2MnAl,300.0
Fe2MnAl (annealed at 873 K),150.0
Fe2MnAl (disordered),300.0
Fe2MnGa,750.0
Fe2MnGe,505.0
Fe2MnO4,577.0
Fe2MnP0.2Si0.8,173.0
Fe2MnP0.4Si0.6,111.0
Fe2MnP0.5Si0.5,127.0
Fe2MnSi,228.5
Fe2MnSi0.5Ge0.5,260.0
Fe2MnSi0.75Al0.25,290.0
Fe2MnSi0.7B0.3,362.0
Fe2MnSi0.8B0.2,325.0
Fe2MnSi0.9B0.1,273.0
Fe2MnSn,586.0
Fe2Mo,299.0
Fe2Mo1O4,350.0
Fe2MoO4,345.0
Fe2N,8.0
Fe2N0.72,480.0
Fe2N0.91,222.0
Fe2Nb1,85.0
Fe2Ni0.5O4Zn0.5,553.5
Fe2Ni1O4Zn1,672.5
Fe2Ni2N,441.0
Fe2NiAl,965.0
Fe2NiGa,685.5
Fe2NiGe,685.0
Fe2NiO4,603.0
Fe2NiP,430.0
Fe2NiSe4,120.0
Fe2NiSi,755.0
Fe2Np,500.0
Fe2O3,958.325
Fe2O3-FeTiO3,888.15
Fe2O4Ti1,142.0
Fe2O4V1,445.0
Fe2O4Zn,763.5
Fe2P,217.0
Fe2P0.4As0.6,470.0
Fe2P0.7As0.3,443.0
Fe2P0.8As0.2,411.0
Fe2P0.92B0.08,450.0
Fe2P0.96B0.04,350.0
Fe2P0.9As0.1,358.0
Fe2P0.9Si0.1,370.0
Fe2Pu1,582.0
Fe2PuSi2,38.0
Fe2RuSi,767.0
Fe2Se4Ti,270.0
Fe2Se4V,165.0
Fe2Si,540.0
Fe2SnSe4,301.4
Fe2SnTi,240.0
Fe2SnV,200.0
Fe2Te3,10.0
Fe2Ti,200.0
Fe2Ti1,373.5
Fe2TiO4,142.0
Fe2TiS4,290.0
Fe2U,161.0
Fe2V0.25Ru0.75Si,736.0
Fe2V0.5Ru0.5Si,570.0
Fe2V0.75Ru0.25Si,265.0
Fe2Zr,599.5
Fe2−yTiyO3 (y≈0.5),490.65
Fe3 Ge,690.0
Fe3 P,716.0
Fe3 Si,810.0
Fe3 Sn,743.0
Fe3.00Sn,759.0
Fe3.2 wt% Si,1103.0
Fe3.4In0.6N,214.0
Fe3.5Co1.5SiB2,667.0
Fe3.5Mn1.5Si3,265.0
Fe3.9Co64.82B10.2Si12Cr9Mo0.08,334.65
Fe30.5Ge,340.0
Fe30Ag70,843.15
Fe30Co30Pt25B15,760.0
Fe30Cr45V25,315.0
Fe30Cr70,162.5
Fe30Cu70,272.0
Fe30Ni50P14B6,434.0
Fe30Ni70,673.15
Fe32Cu68,298.0
Fe33Cu67,312.0
Fe34Co18Pt28B20,660.0
Fe35Co15Pt50,820.0
Fe35Co35Si11B19,670.0
Fe35Cr40V25,415.0
Fe35Cu65,360.0
Fe35Mn15Pt50,570.0
Fe36Co36B19.2Si4.8Nb4,703.5
Fe36Co36B19.2Si4.8Nb4Cu0.5,712.0
Fe36Co36B19Si5Nb4,719.0
Fe36Co36Nb4Cr2Si8B14,698.0
Fe36Co64,1212.15
Fe36Ni36B20Si4Nb4,458.0
Fe379Mg121O1500Si500,11.0
Fe37Co37Nb4Si8B14,787.0
Fe38Ni38B12P5Si3Nb3Cu1,567.0
Fe39Co39Si8B14,785.0
Fe39Mn25Ga36,200.0
Fe3Al,673.15
Fe3AlRu0.25,848.15
Fe3B,780.0
Fe3BO6,508.0
Fe3C,481.5
Fe3C (cementite),488.0
Fe3Ga,720.0
Fe3Ga4,70.0
Fe3Ge,700.0
Fe3Ge2,457.0
Fe3Ge2Mn3,333.0
Fe3GeTe2,203.0
Fe3GeU2,55.0
Fe3H14NaO24P8,9.5
Fe3H1Th1,386.0
Fe3Li1O8Rh2,580.0
Fe3Mn2Si3,252.0
Fe3Mn2Sn3,443.0
Fe3N,562.5
Fe3N1.00,575.0
Fe3N1.22,420.0
Fe3NPd,600.0
Fe3NRh,505.0
Fe3NW3,110.0
Fe3Na1O5,663.0
Fe3Ni2,650.0
Fe3Ni2O8Rh1,720.0
Fe3Ni77B18Si2,19.5
Fe3Ni9P4,120.0
Fe3O4,858.0
Fe3O4 on MgAl2O4,858.0
Fe3O4 on MgO,858.0
Fe3O4-Ag,860.0
Fe3O4/Fe3C,858.15
Fe3O4/Ni3Fe,833.65
Fe3P,700.0
Fe3P0.2Si0.8,750.0
Fe3P0.5Si0.5,697.0
Fe3P0.8Si0.2,695.0
Fe3Pd,519.0
Fe3Pd47,173.0
Fe3Pt,430.0
Fe3S4,570.0
Fe3Se4,335.0
Fe3Si,813.15
Fe3SiTi2,300.0
Fe3SiV,591.0
Fe3Sn,743.0
Fe3Sn2,653.5
Fe3Te3Tl,220.0
Fe3Th,425.0
Fe3W3N,110.0
Fe4.5Co0.5SiB2,789.0
Fe4.5Co70.5Si15B10,688.0
Fe4.8GeTe2,285.0
Fe40Co22Nb8B30,601.0
Fe40Co40B20,800.0
Fe40Co40Cu0.5Zr9Al2Si4B4.5,736.0
Fe40Co46Ni14,1033.0
Fe40Co50Ni10,1083.0
Fe40Co53Ni7,1113.0
Fe40Co5Ni35Zr5B15,653.15
Fe40Co60,1283.0
Fe40Cr35V25,525.0
Fe40Nb3Zr17,490.0
Fe40Ni40(P14B6)20,268.0
Fe40Ni40(Si+B)19Mo1,533.15
Fe40Ni40B20,662.0
Fe40Ni40B6P14,523.0
Fe40Ni40P14B6,533.35
Fe40Ni60,865.15
Fe40Ni7O80Zn13,550.0
Fe40Pt60,256.0
Fe41Ga9O150,208.0
Fe41Ni40Zr7B12,625.15
Fe41Pd41P10B8,603.15
Fe41Pd41P18,599.15
Fe41Pd41P4B14,563.15
Fe41Pd41P4B8Si6,667.15
Fe42.5Co42.5Nb6B8Cu0.5Ni0.5,1228.0
Fe42Co10Pt28B20,660.0
Fe42Co42Nb6B8Cu1Ni1,1223.0
Fe42Co42Nb7B8Cu0.5Ni0.5,1250.0
Fe42Mn28.3Ga29.7,500.0
Fe42Ni28Zr10B20,600.0
Fe42Pt58,575.5
Fe43.2Ni28.8B20Si4Nb4,525.0
Fe433Mg67O1500Si500,18.0
Fe43Co26B8Cu3Si3Al5Ga2P10,526.0
Fe43Cu10Pt47,593.15
Fe43Ga57O150,167.5
Fe43Mn28Ga29,170.0
Fe44.6Co43.4Hf7.3B3.7Cu1,1050.0
Fe44.6Co43.4HfZr7.3B3.7Cu1,1050.0
Fe44.6Co43.4NbZr7.3B3.7Cu1,1050.0
Fe44.6Co43.4Zr7.3B3.7Cu1,1050.0
Fe44.8Cu5.2Pt50.0,576.75
Fe44.9V55.1,15.4
Fe441Ni9Zr50,275.0
Fe44Co44Zr7B4Cu1,750.0
Fe44Mn28Ga28,173.0
Fe44Ni37Si19,550.0
Fe45Co35C13C7,673.0
Fe45Cr30V25,620.0
Fe45Pt55,473.15
Fe46Ge2Ni23O100,810.0
Fe46Ni46Mo8B,600.0
Fe46Ni4P25,342.0
Fe47.2Cu2.9Pt49.9,635.05
Fe47.4Ni26.6Si11B13C2,682.15
Fe47.5Pt47.5Cu5.0,753.15
Fe47.7Cu1.3Pt51.0,644.45
Fe47.8Rh52.2,320.0
Fe47Cu6Pt47,643.15
Fe47Mo53,20.0
Fe47Re53,23.0
Fe48Co32P14B6,720.0
Fe48Pt52,773.15
Fe49.65Mn24.01Ga26.34,190.0
Fe49.7Cu1.0Pt49.3,681.85
Fe49.83Mn24.64Ga25.53,180.0
Fe49Mn11Al40,25.0
Fe49Mn24Ga27,175.0
Fe49Mo51,21.5
Fe49Ni21Zr10B20,625.0
Fe49Rh51,675.0
Fe4CoSiB2,716.0
Fe4Ga6O15,205.0
Fe4Ge4U3,18.0
Fe4GeTe2,266.0
Fe4KSb12,85.0
Fe4Mn1Sn3,488.0
Fe4MnSi3,302.0
Fe4N,761.15
Fe4NaSb12,85.0
Fe4Ni1,840.0
Fe4Ni76B20,116.0
Fe4Ni76B20/Ru,116.0
Fe4NpP12,23.0
Fe4P12U,3.2
Fe5,950.0
Fe5 Si0.85Ge0.15B2,790.0
Fe5 Si0.8Ge0.2B2,790.0
Fe5 Si0.9Ge0.1B2,790.0
Fe5(Si0.75Ge0.25)B2,793.0
Fe50.3Cu2.7Pt47.0,680.25
Fe50.4Ni21.6B20Si4Nb4,565.0
Fe50.5Cu4.7Pt44.8,658.95
Fe50Ag50,220.0
Fe50Al50-30%B,310.15
Fe50Co10Pt25B15,760.0
Fe50Co8Ni8Cr4Mo4Ga4P12B5C5,180.0
Fe50Cr25V25,700.0
Fe50Cu3Pt47,673.15
Fe50Cu50,1030.15
Fe50Mn10Al40,350.0
Fe50Mn15Ni35,242.0
Fe50Mn25Al15Ga10,176.2
Fe50Mn25Al20Ga5,194.1
Fe50Mn25Al25,248.7
Fe50Mn25Ga25,400.0
Fe50Ni30P13C7,588.0
Fe50Ni30P14B6,593.0
Fe50Ni30Si20,610.0
Fe50Ni50,873.15
Fe50Ni50-10,890.0
Fe50Ni50-15,880.0
Fe50Ni50-5,890.0
Fe50Pd42Ni8,755.15
Fe50Pd46Ni4,744.15
Fe50Pt50,750.0
Fe50Rh50,660.0
Fe50Zn50,900.0
Fe51.3Al48.7,180.0
Fe51.5Rh48.5,750.0
Fe51.7Ni15Si33.3,450.0
Fe51Co22Nb4Si5B14P4,630.0
Fe51Co49,1236.15
Fe51Ni25Cr4(SiB)20,575.0
Fe52.1V47.9,40.7
Fe52.2Cu4.8Pt43.0,669.75
Fe52.3Cr47.7,388.0
Fe52Co10Nb8B30,533.0
Fe52Co20Si19.2B4.8Nb4,642.15
Fe52Co23Nb4Si5B14P2,670.0
Fe52Co23Nb4Si5B15P1,670.0
Fe52Co23Nb4Si5B16,670.0
Fe52Cr46Sn2,700.0
Fe52Mn11Al37,25.0
Fe52Ni48,761.15
Fe52Pt28B20,660.0
Fe53.5Cr43Sn3.5,700.0
Fe53Mo47,33.0
Fe54Cr46,361.75
Fe55Co19Ga26,849.15
Fe55Co25P14B6,748.0
Fe55Cr45,831.0
Fe55Mn11Al34,30.0
Fe55Mo45,44.5
Fe55Ni25Si20,650.0
Fe55Ni45 (MSG NiFe-1),792.6
Fe55Pd,660.0
Fe55Pt45,575.0
Fe56.64Cr30.02Mo9.76Mn3.58C3,963.95
Fe56.7Cu2.6Pt40.7,670.85
Fe56.7Ni10Si33.3,470.0
Fe56Co14B6Cu4Si3Al5Ga2P10,554.0
Fe56Co18Mn4Nb6B16,569.0
Fe56Co7Ni7Ti7.5Nb2.5B20,727.15
Fe56Co7Ni7Zr6Nb2.5Mo1.5B20,560.0
Fe56Co7Ni7Zr6Nb2.5Ta1.5B20,560.0
Fe56Co7Ni7Zr6Nb2.5Ti1.5B20,603.0
Fe56Co7Ni7Zr6Nb2.5Zr1.5B20,554.0
Fe56Co7Ni7Zr8Cr2B20,508.0
Fe56Co7Ni7Zr8Hf2B20,509.0
Fe56Co7Ni7Zr8Mo2B20,490.0
Fe56Co7Ni7Zr8Nb2B20,531.0
Fe56Co7Ni7Zr8Ta2B20,503.0
Fe56Co7Ni7Zr8Ti2B20,528.0
Fe56Co7Ni7Zr8V2B20,530.0
Fe56Co7Ni7Zr8W2B20,476.0
Fe56Cr43Sn1,700.0
Fe56Mn20Ga24,250.0
Fe56Ni14Zr10B20,767.5
Fe56Pt44,685.0
Fe57-implanted ZnO,850.0
Fe57.6Ni14.4B20Si4Nb4,588.0
Fe57Co21Nb7B15,522.15
Fe57Cr17Cu1Nb3Si13B9,156.0
Fe57Ni43,1000.0
Fe58Co18Mn2Nb6B16,599.0
Fe58Ni14B24Nb4,606.0
Fe59.75Pt39.5Nb0.75,663.15
Fe59Co25Nb7B9,624.15
Fe59Mn11Al30,80.0
Fe59Ni19Si10B12,691.15
Fe5B2P,655.0
Fe5C2,506.5
Fe5Co27.4B12.26Si12.26Ni43.08,321.15
Fe5Co63B12Cu0Si3Al5Ga2P10,328.0
Fe5Ga1O8,686.0
Fe5Ge3,485.0
Fe5H28Zr15,80.0
Fe5Ni6O16Sb1,710.0
Fe5PB2,628.0
Fe5Pd8Pt7,270.0
Fe5Sb4,80.0
Fe5Si0.80Ge0.20B2,790.0
Fe5Si0.85Ge0.15B2,790.0
Fe5Si0.90Ge0.10B2,790.0
Fe5Si0.95Ge0.05B2,790.0
Fe5Si1-xGexB2,790.0
Fe5Si3,373.0
Fe5SiB2,784.0
Fe5SiC,780.0
Fe5Sn3,596.25
Fe5SnU,248.0
Fe5Th,680.0
Fe60(SiO2)40,500.0
Fe60.1V39.9,158.7
Fe60Co18Nb6B15Cu1,625.0
Fe60Co18Nb6B16,647.0
Fe60Co5Zr8Mo5W2B20,265.0
Fe60Cr14Cu1Nb3Si13B9,226.0
Fe60Mn5Ni35,383.6
Fe60Ni12.5Cu1Nb2Mo1.5Si14B9,560.0
Fe60Ni20P13C7,613.0
Fe60Ni20P14B6,619.0
Fe60Ni40,623.15
Fe60Pt15B25,740.0
Fe60Pt25B15,812.5
Fe60V40,170.35
Fe61Co10Zr2.5Hf2.5Mo2W2B20,515.0
Fe61Co10Zr2.5Hf2.5Nb2W2B20,499.0
Fe61Co10Zr2.5Hf2.5Ni2W2B20,587.0
Fe61Co10Zr2.5Hf2.5Ti2W2B20,510.0
Fe61Co10Zr2.5Hf2.5W2Mo2B20,500.0
Fe61Co10Zr2.5Hf2.5W2Nb2B20,500.0
Fe61Co10Zr2.5Hf2.5W2Ti2B20,500.0
Fe61Co10Zr2.5Hf2.5W4B20,498.5
Fe61Co21Nb3B15,510.15
Fe61Co5Ni10Nb2.5Si16.5B5,623.15
Fe61Ni39,573.15
Fe61Pt39,570.0
Fe61Rh39,850.0
Fe61Sb50,4.2
Fe61V39,210.0
Fe61Zr5B30Nb4,520.15
Fe62.5Ni7.5Co6Zr6Cu1Nb2B15,663.0
Fe625Mo52Rh625,771.0
Fe625Nb52Rh625,834.0
Fe625Ni52Rh625,426.0
Fe625Rh625Ta52,773.0
Fe625Rh625W52,1051.0
Fe62Co10Si19.2B4.8Nb4,610.15
Fe62Co5Cr4Mo4Ga4P11B5C5,171.0
Fe62Ge38,430.0
Fe62Mn11Al27,315.0
Fe62Mn16Si5Cr12Ni5,670.0
Fe62Mn18P10B7C3,222.0
Fe62Pt38,460.0
Fe62Si25B9Nb3Cu1,539.15
Fe63.5Cr10Si13.5Cu1B9Nb3,330.0
Fe63Ni7Zr10B20,425.0
Fe64.7Co8Al0.8Si17.5B5Cu1Nb2.6Ge0.4,683.15
Fe64.7Co8Al0.8Si17.5B5Cu1Nb3,678.15
Fe64.8Ni7.2B20Si4Nb4,598.0
Fe64Mn11Al25,453.0
Fe64Mn14.3Co0.7Si10B11,409.0
Fe64Mn14.5Co0.5Si10B11,363.0
Fe64Mn14.8Co0.2Si10B11,346.0
Fe64Mn14Co1Si10B11,457.0
Fe64Mn15Si10B11,309.0
Fe64Mn16P10B7C3,266.0
Fe64Ni12Cr4(SiB)20,600.0
Fe64Ni36,357.5
Fe64Ni8.5Cu1Nb2Mo1.5Si14B9,565.0
Fe65.5Cr4Mo4Ga4P12C5B5.5,454.0
Fe65.6V34.4,311.15
Fe65.9V34.1,312.0
Fe65Cr20B15,240.0
Fe65Mn15P10B7C3,292.0
Fe65Mn9Si7Cr10Ni9,810.0
Fe65Nb10B25,374.0
Fe65Ni28Mn7,160.0
Fe65Ni32.5Si2.5,380.0
Fe65Ni33.72Si1.28,430.0
Fe65Ni34.45Si0.55,450.0
Fe65Ni35,487.0
Fe65Sb2Cr4Mo4Ga4P11B5C5,184.0
Fe65Zr35,843.15
Fe66.3Cr33.7,570.0
Fe66.5Cr7Si13.5B9CuNb3,160.0
Fe66.5Cr7Si13.5Cu1B9Nb3,360.0
Fe66Cr14Si10B10,465.15
Fe66Ga59Li25O200,301.0
Fe66Mn11Al23,570.0
Fe66Mn14P10B7C3,319.0
Fe66Nb4B30,550.0
Fe66Ni34,500.0
Fe66O300Pb100W33,132.0
Fe66V34,312.0
Fe67.5Si7.5B15Cr10,398.0
Fe67B33,370.0
Fe67Co17Nb7B9,593.15
Fe67Co33,1258.15
Fe67Cr18B15,162.0
Fe67Mn13P10B7C3,339.0
Fe67Mo6Ni3.5Cr3.5P12C5.5B2.5,469.6
Fe67Si20B9Nb3Cu1,576.15
Fe68.1Ni31.9,433.0
Fe68.2C7.0Si3.3B5.5P8.7Cr2.3Al2.0Co3.0,590.0
Fe68.2Cr11.5Nb0.3B20,323.15
Fe68.5Cr5Si13.5B9Nb3Au1,491.0
Fe68.5Mn5Si13.5B9Cu1Nb3,508.0
Fe68.5Ni4Cu1Nb2Mo1.5Si14B9,580.0
Fe68.7Co4Al0.8Si17.5B5Cu1Nb2.6Ge0.4,648.15
Fe68.7Co4Al0.8Si17.5B5Cu1Nb3,583.15
Fe689Ti311,318.0
Fe68Al32,625.0
Fe68C9P12Mn1Si3Nb2B5,586.0
Fe68Co4Mo4Ga2P13.2B4.4C4.4,241.0
Fe68Cr12Si10B10,490.15
Fe68Cr12Si8B12,360.0
Fe68Cu2Pd30,568.0
Fe68Ni12P12B4.9Si2.5Cu0.6,642.0
Fe68V32,334.0
Fe69.5Cu2Pd28.5,554.0
Fe69.5Ni30.5,408.15
Fe69C5.5P11.5Mn0.4Si2.3Cr1.8Mo1B8.5,552.0
